sep=,
HRV ANALYSIS RESULTS - 07-Jun-2024 17:54:40
Kubios HRV Scientific
4.1.1
released in April 2024

Analyzed by:  -  - 

File name: C:\Users\admin\Documents\gits\kubios\to be analyzed\HI002_00_record_full.csv
Measurement date:  00:00:00
File type: asciiCUSTOMPPG
Channel label: EKG
Data length: 00:17:09 (h:min:s)
Measurement rate: 64 Hz

Parameters
 Number of samples: 1
 Detrending method: Smoothn priors (lambda: 500)
 Min/Max HR as average of: 5 beats
 Threshold for NNxx/pNNxx: 50 ms
 Frequency bands
  VLF: 0 - 0.04 Hz
  LF: 0.04 - 0.15 Hz
  HF: 0.15 - 0.4 Hz
 Interpolation rate: 4 Hz
 Points in frequency-domain: 300 points/Hz
 FFT spectrum options
  Window width: 300 s
  Window overlap: 50 %
 Use Lomb-Scargle periodogram instead of FFT: 0
 Lomb smoothing window: 0.02 Hz
 AR spectrum options
  AR model order: 16
  Use factorization: No
 Apply detrending for nonlinear analysis: 1
 Entropy, embedding dimension: 2
 Entropy, tolerance: 0.2 x SD
 DFA, short-term fluctuations: 4-12 beats
 DFA, long-term fluctuations: 13-64 beats
 RPA and D2, embedding dimension: 10
 RPA, threshold: 3.1623 x SD
 Time-varying options
  Window width: 300 s
  Grid interval: 60 s
  Spectrum estimation method: spectrogram

Performed Analysis
 Standard analysis: Yes
 Time-varying analysis: Yes

RR Interval Samples Selected for Analysis
                              ,    Sample 1,
  Sample limits (hh:mm:ss):   ,00:00:00-00:17:09,
  Sample Analysis Type: Single sample
  Beat correction: none
  Beats total:                ,         942,
  Beats corrected:            ,           -,
  Beats corrected (%):        ,           -,
  Effective data length (s):  ,        1029,
  Effective data length (%):  ,      100.00,


RESULTS FOR A SINGLE SAMPLE
STANDARD RESULTS

Results Overview              ,
  PNS index:                  ,     25.7455,            ,
  SNS index:                  ,     -2.2391,            ,
  Stress index:               ,      0.6590,            ,

Time-Domain Results           ,
 Statistical parameters       ,
  Mean RR  (ms):              ,   1088.8408,            ,
  SDNN (ms):                  ,    674.0294,            ,
  Mean HR (beats/min):        ,     55.1045,            ,
  SD HR (beats/min):          ,  11950.2262,            ,
  Min HR (beats/min):         ,     18.0137,            ,
  Max HR (beats/min):         ,    120.3852,            ,
  RMSSD (ms):                 ,    970.3982,            ,
  NNxx (beats):               ,         788,            ,
  pNNxx (%):                  ,     83.7407,            ,
  SDANN (ms):                 ,     57.0300,            ,
  SDNN index (ms):            ,    781.7869,            ,
 Geometric parameters         ,
  RR tri index:               ,   62.800000,            ,
  TINN (ms):                  ,   5523.0000,            ,
  DC (ms):                    ,    278.4718,            ,
  DCmod (ms):                 ,    764.6870,            ,
  AC (ms):                    ,   -287.5630,            ,
  ACmod (ms):                 ,   -767.7210,            ,

Frequency-Domain Results      ,FFT spectrum, AR spectrum,
 Peak frequencies             ,
  VLF (Hz):                   ,    0.033333,    0.040000,
  LF (Hz):                    ,    0.066667,    0.093333,
  HF (Hz):                    ,    0.156667,    0.150000,
 Absolute powers              ,
  VLF (ms^2):                 ,  43444.0764,  79666.5366,
  LF (ms^2):                  , 361309.6459, 334327.9985,
  HF (ms^2):                  , 184947.2593, 186969.2679,
  VLF (log):                  ,     10.6792,     11.2856,
  LF (log):                   ,     12.7975,     12.7199,
  HF (log):                   ,     12.1278,     12.1387,
 Relative powers              ,
  VLF (%):                    ,      7.3645,     13.2519,
  LF (%):                     ,     61.2484,     55.6129,
  HF (%):                     ,     31.3518,     31.1009,
 Normalized powers            ,
  LF (n.u.):                  ,     66.1177,     64.1085,
  HF (n.u.):                  ,     33.8443,     35.8520,
 Total power (ms^2):          , 589908.6504, 601170.1228,
 LF/HF ratio:                 ,      1.9536,      1.7881,
 RESP (Hz):                   ,    0.175630,            ,

Nonlinear Results             ,
 Poincare plot                ,
