sep=,
HRV ANALYSIS RESULTS - 07-Jun-2024 17:46:19
Kubios HRV Scientific
4.1.1
released in April 2024

Analyzed by:  -  - 

File name: C:\Users\admin\Documents\gits\kubios\to be analyzed\HI001_00_record_05-10mins.csv
Measurement date:  00:00:00
File type: asciiCUSTOMPPG
Channel label: EKG
Data length: 00:05:00 (h:min:s)
Measurement rate: 64 Hz

Parameters
 Number of samples: 1
 Detrending method: Smoothn priors (lambda: 500)
 Min/Max HR as average of: 5 beats
 Threshold for NNxx/pNNxx: 50 ms
 Frequency bands
  VLF: 0 - 0.04 Hz
  LF: 0.04 - 0.15 Hz
  HF: 0.15 - 0.4 Hz
 Interpolation rate: 4 Hz
 Points in frequency-domain: 300 points/Hz
 FFT spectrum options
  Window width: 300 s
  Window overlap: 50 %
 Use Lomb-Scargle periodogram instead of FFT: 0
 Lomb smoothing window: 0.02 Hz
 AR spectrum options
  AR model order: 16
  Use factorization: No
 Apply detrending for nonlinear analysis: 1
 Entropy, embedding dimension: 2
 Entropy, tolerance: 0.2 x SD
 DFA, short-term fluctuations: 4-12 beats
 DFA, long-term fluctuations: 13-64 beats
 RPA and D2, embedding dimension: 10
 RPA, threshold: 3.1623 x SD
 Time-varying options
  Window width: 300 s
  Grid interval: 60 s
  Spectrum estimation method: spectrogram

Performed Analysis
 Standard analysis: Yes
 Time-varying analysis: Yes

RR Interval Samples Selected for Analysis
                              ,    Sample 1,
  Sample limits (hh:mm:ss):   ,00:00:00-00:04:57,
  Sample Analysis Type: Single sample
  Beat correction: Threshold (very strong)
  Beats total:                ,         282,
  Beats corrected:            ,         203,
  Beats corrected (%):        ,          72,
  Effective data length (s):  ,         244,
  Effective data length (%):  ,       82.31,


RESULTS FOR A SINGLE SAMPLE
STANDARD RESULTS

Results Overview              ,
  PNS index:                  ,     -0.9886,            ,
  SNS index:                  ,      0.5457,            ,
  Stress index:               ,     10.2675,            ,

Time-Domain Results           ,
 Statistical parameters       ,
  Mean RR  (ms):              ,    859.5287,            ,
  SDNN (ms):                  ,     41.4241,            ,
  Mean HR (beats/min):        ,     69.8057,            ,
  SD HR (beats/min):          ,      3.6568,            ,
  Min HR (beats/min):         ,     38.9358,            ,
  Max HR (beats/min):         ,     85.8357,            ,
  RMSSD (ms):                 ,     21.1819,            ,
  NNxx (beats):               ,           9,            ,
  pNNxx (%):                  ,      3.2028,            ,
  SDANN (ms):                 ,         NaN,            ,
  SDNN index (ms):            ,         NaN,            ,
 Geometric parameters         ,
  RR tri index:               ,    9.096774,            ,
  TINN (ms):                  ,    246.0000,            ,
  DC (ms):                    ,     25.5459,            ,
  DCmod (ms):                 ,     23.8825,            ,
  AC (ms):                    ,    -24.7965,            ,
  ACmod (ms):                 ,    -22.2908,            ,

Frequency-Domain Results      ,FFT spectrum, AR spectrum,
 Peak frequencies             ,
  VLF (Hz):                   ,    0.040000,    0.040000,
  LF (Hz):                    ,    0.063333,    0.056667,
  HF (Hz):                    ,    0.160000,    0.233333,
 Absolute powers              ,
  VLF (ms^2):                 ,     46.3028,    346.6046,
  LF (ms^2):                  ,    373.9338,    997.7325,
  HF (ms^2):                  ,     98.9094,    113.9855,
  VLF (log):                  ,      3.8352,      5.8482,
  LF (log):                   ,      5.9241,      6.9055,
  HF (log):                   ,      4.5942,      4.7361,
 Relative powers              ,
  VLF (%):                    ,      8.9155,     23.7661,
  LF (%):                     ,     72.0000,     68.4129,
  HF (%):                     ,     19.0448,      7.8158,
 Normalized powers            ,
  LF (n.u.):                  ,     79.0475,     89.7409,
  HF (n.u.):                  ,     20.9089,     10.2524,
 Total power (ms^2):          ,    519.3522,   1458.3972,
 LF/HF ratio:                 ,      3.7806,      8.7531,
 RESP (Hz):                   ,    0.098554,            ,

Nonlinear Results             ,
 Poincare plot                ,
  SD1 (ms):                   ,   15.007887,            ,
  SD2 (ms):                   ,   56.313453,            ,
  SD2/SD1 ratio:              ,    3.752257,            ,
 Approximate entropy (ApEn):  ,      0.7547,            ,
 Sample entropy (SampEn):     ,      0.8961,            ,
 Detrended fluctuation analysis (DFA),
  alpha 1:                    ,      1.8111,            ,
  alpha 2:                    ,      0.4002,            ,
 Correlation dimension (D2):  ,      0.7957,            ,
 Recurrence plot analysis (RPA),
  Mean line length (beats):   ,     19.1218,            ,
