sep=,
HRV ANALYSIS RESULTS - 08-Jun-2024 09:44:52
Kubios HRV Scientific
4.1.1
released in April 2024

Analyzed by:  -  - 

File name: C:\Users\admin\Documents\gits\kubios\to be analyzed\HI003_00_record_full.csv
Measurement date:  00:00:00
File type: asciiCUSTOMPPG
Channel label: EKG
Data length: 00:36:57 (h:min:s)
Measurement rate: 64 Hz

Parameters
 Number of samples: 1
 Detrending method: Smoothn priors (lambda: 500)
 Min/Max HR as average of: 5 beats
 Threshold for NNxx/pNNxx: 50 ms
 Frequency bands
  VLF: 0 - 0.04 Hz
  LF: 0.04 - 0.15 Hz
  HF: 0.15 - 0.4 Hz
 Interpolation rate: 4 Hz
 Points in frequency-domain: 300 points/Hz
 FFT spectrum options
  Window width: 300 s
  Window overlap: 50 %
 Use Lomb-Scargle periodogram instead of FFT: 0
 Lomb smoothing window: 0.02 Hz
 AR spectrum options
  AR model order: 16
  Use factorization: No
 Apply detrending for nonlinear analysis: 1
 Entropy, embedding dimension: 2
 Entropy, tolerance: 0.2 x SD
 DFA, short-term fluctuations: 4-12 beats
 DFA, long-term fluctuations: 13-64 beats
 RPA and D2, embedding dimension: 10
 RPA, threshold: 3.1623 x SD
 Time-varying options
  Window width: 300 s
  Grid interval: 60 s
  Spectrum estimation method: spectrogram

Performed Analysis
 Standard analysis: Yes
 Time-varying analysis: Yes

RR Interval Samples Selected for Analysis
                              ,    Sample 1,
  Sample limits (hh:mm:ss):   ,00:00:00-00:36:57,
  Sample Analysis Type: Single sample
  Beat correction: Threshold (low)
  Beats total:                ,    2.78e+03,
  Beats corrected:            ,         405,
  Beats corrected (%):        ,        14.5,
  Effective data length (s):  ,        1966,
  Effective data length (%):  ,       88.70,


RESULTS FOR A SINGLE SAMPLE
STANDARD RESULTS

Results Overview              ,
  PNS index:                  ,      0.3384,            ,
  SNS index:                  ,      0.4839,            ,
  Stress index:               ,      4.8472,            ,

Time-Domain Results           ,
 Statistical parameters       ,
  Mean RR  (ms):              ,    704.6114,            ,
  SDNN (ms):                  ,     88.2409,            ,
  Mean HR (beats/min):        ,     85.1533,            ,
  SD HR (beats/min):          ,     13.1200,            ,
  Min HR (beats/min):         ,     40.2519,            ,
  Max HR (beats/min):         ,    155.1657,            ,
  RMSSD (ms):                 ,     89.2324,            ,
  NNxx (beats):               ,        1167,            ,
  pNNxx (%):                  ,     41.9332,            ,
  SDANN (ms):                 ,     28.8219,            ,
  SDNN index (ms):            ,    103.2154,            ,
 Geometric parameters         ,
  RR tri index:               ,   17.620253,            ,
  TINN (ms):                  ,    638.0000,            ,
  DC (ms):                    ,     67.5246,            ,
  DCmod (ms):                 ,     85.9681,            ,
  AC (ms):                    ,    -68.9142,            ,
  ACmod (ms):                 ,    -85.2338,            ,

Frequency-Domain Results      ,FFT spectrum, AR spectrum,
 Peak frequencies             ,
  VLF (Hz):                   ,    0.026667,    0.040000,
  LF (Hz):                    ,    0.053333,    0.106667,
  HF (Hz):                    ,    0.150000,    0.150000,
 Absolute powers              ,
  VLF (ms^2):                 ,    684.1568,   1068.8019,
  LF (ms^2):                  ,   4078.3622,   4576.4198,
  HF (ms^2):                  ,   3169.3562,   3341.7001,
  VLF (log):                  ,      6.5282,      6.9743,
  LF (log):                   ,      8.3135,      8.4287,
  HF (log):                   ,      8.0613,      8.1142,
 Relative powers              ,
  VLF (%):                    ,      8.6198,     11.8872,
  LF (%):                     ,     51.3838,     50.8990,
  HF (%):                     ,     39.9311,     37.1664,
 Normalized powers            ,
  LF (n.u.):                  ,     56.2308,     57.7657,
  HF (n.u.):                  ,     43.6978,     42.1805,
 Total power (ms^2):          ,   7937.0580,   8991.1806,
 LF/HF ratio:                 ,      1.2868,      1.3695,
 RESP (Hz):                   ,    0.204643,            ,

Nonlinear Results             ,
 Poincare plot                ,
  SD1 (ms):                   ,   63.108267,            ,
  SD2 (ms):                   ,  107.440820,            ,
  SD2/SD1 ratio:              ,    1.702484,            ,
 Approximate entropy (ApEn):  ,      1.4780,            ,
 Sample entropy (SampEn):     ,      1.7297,            ,
 Detrended fluctuation analysis (DFA),
  alpha 1:                    ,      0.8374,            ,
  alpha 2:                    ,      0.3522,            ,
 Correlation dimension (D2):  ,      4.7122,            ,
 Recurrence plot analysis (RPA),
  Mean line length (beats):   ,      9.5776,            ,
  Max line length (beats):    ,         134,            ,
  Recurrence rate (REC) (%):  ,     30.3230,            ,
  Determinism (DET) (%):      ,     97.0224,            ,
  Shannon entropy:            ,      3.0236,            ,
 Multiscale entropy (MSE for scales 1-20),
  MSE(1):                     ,      1.7297,            ,
  MSE(2):                     ,      1.7288,            ,
  MSE(3):                     ,      1.5958,            ,
  MSE(4):                     ,      1.4392,            ,
  MSE(5):                     ,      1.1691,            ,
  MSE(6):                     ,      1.1269,            ,
  MSE(7):                     ,      1.0517,            ,
  MSE(8):                     ,      0.9664,            ,
  MSE(9):                     ,      0.8913,            ,
  MSE(10):                    ,      0.7277,            ,
  MSE(11):                    ,      0.6902,            ,
  MSE(12):                    ,      0.6872,            ,
  MSE(13):                    ,      0.6932,            ,
