sep=,
HRV ANALYSIS RESULTS - 07-Jun-2024 17:52:29
Kubios HRV Scientific
4.1.1
released in April 2024

Analyzed by:  -  - 

File name: C:\Users\admin\Documents\gits\kubios\to be analyzed\HI002_00_transcript.csv
Measurement date:  00:00:00
File type: asciiCUSTOMPPG
Channel label: EKG
Data length: 00:19:52 (h:min:s)
Measurement rate: 64 Hz

Parameters
 Number of samples: 1
 Detrending method: Smoothn priors (lambda: 500)
 Min/Max HR as average of: 5 beats
 Threshold for NNxx/pNNxx: 50 ms
 Frequency bands
  VLF: 0 - 0.04 Hz
  LF: 0.04 - 0.15 Hz
  HF: 0.15 - 0.4 Hz
 Interpolation rate: 4 Hz
 Points in frequency-domain: 300 points/Hz
 FFT spectrum options
  Window width: 300 s
  Window overlap: 50 %
 Use Lomb-Scargle periodogram instead of FFT: 0
 Lomb smoothing window: 0.02 Hz
 AR spectrum options
  AR model order: 16
  Use factorization: No
 Apply detrending for nonlinear analysis: 1
 Entropy, embedding dimension: 2
 Entropy, tolerance: 0.2 x SD
 DFA, short-term fluctuations: 4-12 beats
 DFA, long-term fluctuations: 13-64 beats
 RPA and D2, embedding dimension: 10
 RPA, threshold: 3.1623 x SD
 Time-varying options
  Window width: 300 s
  Grid interval: 60 s
  Spectrum estimation method: spectrogram

Performed Analysis
 Standard analysis: Yes
 Time-varying analysis: Yes

RR Interval Samples Selected for Analysis
                              ,    Sample 1,
  Sample limits (hh:mm:ss):   ,00:00:01-00:19:52,
  Sample Analysis Type: Single sample
  Beat correction: Threshold (low)
  Beats total:                ,    1.23e+03,
  Beats corrected:            ,         412,
  Beats corrected (%):        ,        33.4,
  Effective data length (s):  ,         910,
  Effective data length (%):  ,       76.46,


RESULTS FOR A SINGLE SAMPLE
STANDARD RESULTS

Results Overview              ,
  PNS index:                  ,      1.8241,            ,
  SNS index:                  ,      0.1135,            ,
  Stress index:               ,      3.7279,            ,

Time-Domain Results           ,
 Statistical parameters       ,
  Mean RR  (ms):              ,    732.6367,            ,
  SDNN (ms):                  ,    143.4284,            ,
  Mean HR (beats/min):        ,     81.8960,            ,
  SD HR (beats/min):          ,     20.6876,            ,
  Min HR (beats/min):         ,     39.2189,            ,
  Max HR (beats/min):         ,    325.3596,            ,
  RMSSD (ms):                 ,    140.2571,            ,
  NNxx (beats):               ,         724,            ,
  pNNxx (%):                  ,     58.7662,            ,
  SDANN (ms):                 ,     57.2896,            ,
  SDNN index (ms):            ,    233.0776,            ,
 Geometric parameters         ,
  RR tri index:               ,   22.017857,            ,
  TINN (ms):                  ,    760.0000,            ,
  DC (ms):                    ,    115.4034,            ,
  DCmod (ms):                 ,    142.9121,            ,
  AC (ms):                    ,   -112.1831,            ,
  ACmod (ms):                 ,   -143.2870,            ,

Frequency-Domain Results      ,FFT spectrum, AR spectrum,
 Peak frequencies             ,
  VLF (Hz):                   ,    0.036667,    0.040000,
  LF (Hz):                    ,    0.083333,    0.090000,
  HF (Hz):                    ,    0.176667,    0.150000,
 Absolute powers              ,
  VLF (ms^2):                 ,   2531.0929,   2972.0108,
  LF (ms^2):                  ,  11903.3459,  12733.0915,
  HF (ms^2):                  ,   5951.4953,   5993.5096,
  VLF (log):                  ,      7.8364,      7.9970,
  LF (log):                   ,      9.3846,      9.4520,
  HF (log):                   ,      8.6914,      8.6984,
 Relative powers              ,
  VLF (%):                    ,     12.4097,     13.6922,
  LF (%):                     ,     58.3610,     58.6618,
  HF (%):                     ,     29.1796,     27.6123,
 Normalized powers            ,
  LF (n.u.):                  ,     66.6296,     67.9681,
