sep=,
HRV ANALYSIS RESULTS - 07-Jun-2024 17:45:48
Kubios HRV Scientific
4.1.1
released in April 2024

Analyzed by:  -  - 

File name: C:\Users\admin\Documents\gits\kubios\to be analyzed\HI001_00_record_05-10mins.csv
Measurement date:  00:00:00
File type: asciiCUSTOMPPG
Channel label: EKG
Data length: 00:05:00 (h:min:s)
Measurement rate: 64 Hz

Parameters
 Number of samples: 1
 Detrending method: Smoothn priors (lambda: 500)
 Min/Max HR as average of: 5 beats
 Threshold for NNxx/pNNxx: 50 ms
 Frequency bands
  VLF: 0 - 0.04 Hz
  LF: 0.04 - 0.15 Hz
  HF: 0.15 - 0.4 Hz
 Interpolation rate: 4 Hz
 Points in frequency-domain: 300 points/Hz
 FFT spectrum options
  Window width: 300 s
  Window overlap: 50 %
 Use Lomb-Scargle periodogram instead of FFT: 0
 Lomb smoothing window: 0.02 Hz
 AR spectrum options
  AR model order: 16
  Use factorization: No
 Apply detrending for nonlinear analysis: 1
 Entropy, embedding dimension: 2
 Entropy, tolerance: 0.2 x SD
 DFA, short-term fluctuations: 4-12 beats
 DFA, long-term fluctuations: 13-64 beats
 RPA and D2, embedding dimension: 10
 RPA, threshold: 3.1623 x SD
 Time-varying options
  Window width: 300 s
  Grid interval: 60 s
  Spectrum estimation method: spectrogram

Performed Analysis
 Standard analysis: Yes
 Time-varying analysis: Yes

RR Interval Samples Selected for Analysis
                              ,    Sample 1,
  Sample limits (hh:mm:ss):   ,00:00:00-00:04:57,
  Sample Analysis Type: Single sample
  Beat correction: Threshold (medium)
  Beats total:                ,         282,
  Beats corrected:            ,          88,
  Beats corrected (%):        ,        31.2,
  Effective data length (s):  ,         233,
  Effective data length (%):  ,       78.57,


RESULTS FOR A SINGLE SAMPLE
STANDARD RESULTS

Results Overview              ,
  PNS index:                  ,      1.2521,            ,
  SNS index:                  ,     -0.3003,            ,
  Stress index:               ,      4.9590,            ,

Time-Domain Results           ,
 Statistical parameters       ,
  Mean RR  (ms):              ,    819.6396,            ,
  SDNN (ms):                  ,     91.7794,            ,
  Mean HR (beats/min):        ,     73.2029,            ,
  SD HR (beats/min):          ,      8.4098,            ,
  Min HR (beats/min):         ,     54.2564,            ,
  Max HR (beats/min):         ,     94.2802,            ,
  RMSSD (ms):                 ,    102.6602,            ,
  NNxx (beats):               ,         156,            ,
  pNNxx (%):                  ,     55.5160,            ,
  SDANN (ms):                 ,         NaN,            ,
  SDNN index (ms):            ,         NaN,            ,
 Geometric parameters         ,
  RR tri index:               ,   17.625000,            ,
  TINN (ms):                  ,    460.0000,            ,
  DC (ms):                    ,     79.9446,            ,
  DCmod (ms):                 ,    108.7617,            ,
  AC (ms):                    ,    -69.0558,            ,
  ACmod (ms):                 ,    -98.0074,            ,

Frequency-Domain Results      ,FFT spectrum, AR spectrum,
 Peak frequencies             ,
  VLF (Hz):                   ,    0.030000,    0.040000,
  LF (Hz):                    ,    0.056667,    0.106667,
  HF (Hz):                    ,    0.186667,    0.150000,
 Absolute powers              ,
  VLF (ms^2):                 ,    197.4674,    760.6853,
  LF (ms^2):                  ,   3777.0861,   3780.3600,
  HF (ms^2):                  ,   2219.4101,   3668.4390,
  VLF (log):                  ,      5.2856,      6.6342,
  LF (log):                   ,      8.2367,      8.2376,
  HF (log):                   ,      7.7050,      8.2075,
 Relative powers              ,
  VLF (%):                    ,      3.1877,      9.2626,
  LF (%):                     ,     60.9740,     46.0319,
  HF (%):                     ,     35.8282,     44.6691,
 Normalized powers            ,
  LF (n.u.):                  ,     62.9817,     50.7309,
  HF (n.u.):                  ,     37.0080,     49.2290,
 Total power (ms^2):          ,   6194.5819,   8212.4726,
 LF/HF ratio:                 ,      1.7018,      1.0305,
 RESP (Hz):                   ,    0.098554,            ,

Nonlinear Results             ,
 Poincare plot                ,
  SD1 (ms):                   ,   72.721274,            ,
  SD2 (ms):                   ,  107.690528,            ,
  SD2/SD1 ratio:              ,    1.480867,            ,
 Approximate entropy (ApEn):  ,      1.0040,            ,
 Sample entropy (SampEn):     ,      1.7087,            ,
 Detrended fluctuation analysis (DFA),
  alpha 1:                    ,      0.8654,            ,
  alpha 2:                    ,      0.1787,            ,
 Correlation dimension (D2):  ,      3.9192,            ,
 Recurrence plot analysis (RPA),
  Mean line length (beats):   ,     10.5103,            ,
  Max line length (beats):    ,          84,            ,
  Recurrence rate (REC) (%):  ,     26.6983,            ,
  Determinism (DET) (%):      ,     97.0851,            ,
  Shannon entropy:            ,      3.1306,            ,
 Multiscale entropy (MSE for scales 1-20),
  MSE(1):                     ,      1.7087,            ,
  MSE(2):                     ,      1.5612,            ,
  MSE(3):                     ,      2.3427,            ,
  MSE(4):                     ,      1.4371,            ,
  MSE(5):                     ,      1.3888,            ,
  MSE(6):                     ,      0.9704,            ,
  MSE(7):                     ,      1.1786,            ,
  MSE(8):                     ,      0.6072,            ,
  MSE(9):                     ,      0.8742,            ,
  MSE(10):                    ,      0.9512,            ,
  MSE(11):                    ,      0.8510,            ,
  MSE(12):                    ,      0.6001,            ,
  MSE(13):                    ,      0.5299,            ,
  MSE(14):                    ,      0.5021,            ,
  MSE(15):                    ,      0.7816,            ,
  MSE(16):                    ,      0.2364,            ,
  MSE(17):                    ,      0.5234,            ,
  MSE(18):                    ,      0.3424,            ,
  MSE(19):                    ,      0.4105,            ,
  MSE(20):                    ,      0.1329,            ,


ECG WAVEFORM RESULTS          ,
Number of beats               ,           0,            ,
  Mean RRsel ()               ,         NaN,            ,
  P-wave duration ()          ,         NaN,            ,
  PQ-interval ()              ,         NaN,            ,
  QRS-duration ()             ,         NaN,            ,
  QT-time ()                  ,         NaN,            ,
  QTc-time ()                 ,         NaN,            ,
  P-wave amplitude ()         ,         NaN,            ,
  Q-wave amplitude ()         ,         NaN,            ,
  R-wave amplitude ()         ,         NaN,            ,
  S-wave amplitude ()         ,         NaN,            ,
  T-wave amplitude ()         ,         NaN,            ,

TIME-VARYING RESULTS          ,
                              ,  WHOLE DATA,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,            ,            ,            ,            ,            ,            ,    Overview,            ,            ,            ,            ,            ,            ,            , Time-Domain,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            , Freq-Domain,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,   Nonlinear,            ,            ,            ,            ,            ,            ,
                              ,        Time, Beats total,Beats corrected,Beats corrected,Effective data length,Effective data length,   PNS index,   SNS index,Stress index, EE activity, EE activity,   Intensity,        Load,         VO2,     Mean RR,        SDNN,     Mean HR,       SD HR,      Min HR,      Max HR,       RMSSD,        NNxx,       pNNxx,       HRVti,        TINN,          DC,       DCmod,          AC,       ACmod,    VLF peak,     LF peak,     HF peak,   VLF power,    LF power,    HF power,   VLF power,    LF power,    HF power,   VLF power,    LF power,    HF power,    LF power,    HF power, LF/HF ratio,        RESP,         SD1,         SD2,     SD2/SD1,        ApEn,      SampEn,      DFA a1,      DFA a2,
                              ,  (hh:mm:ss),     (count),     (count),         (%),       (sec),         (%),            ,            ,            ,  (kcal/min),      (kcal), (TRIMP/min),     (TRIMP),     (l/min),        (ms),        (ms),     (1/min),     (1/min),     (1/min),     (1/min),        (ms),     (count),         (%),            ,        (ms),        (ms),        (ms),        (ms),        (ms),        (Hz),        (Hz),        (Hz),      (ms^2),      (ms^2),      (ms^2),       (log),       (log),       (log),         (%),         (%),         (%),      (n.u.),      (n.u.),            ,        (Hz),        (ms),        (ms),            ,            ,            ,            ,            ,
                              ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,

                              ,            ,    INACTIVE,  VERY LIGHT,       LIGHT,    MODERATE,        HARD,     MAXIMUM,    INACTIVE,  VERY LIGHT,       LIGHT,    MODERATE,        HARD,     MAXIMUM,
                              ,            ,         (%),         (%),         (%),         (%),         (%),         (%),   (h:min:s),   (h:min:s),   (h:min:s),   (h:min:s),   (h:min:s),   (h:min:s),
                              ,    HR zones,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,

                              ,            ,    VERY LOW,         LOW,      NORMAL,        HIGH,   VERY HIGH,    VERY LOW,         LOW,      NORMAL,        HIGH,   VERY HIGH,
                              ,            ,         (%),         (%),         (%),         (%),         (%),   (h:min:s),   (h:min:s),   (h:min:s),   (h:min:s),   (h:min:s),
                              ,   PNS zones,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,

                              ,            ,    VERY LOW,         LOW,      NORMAL,        HIGH,   VERY HIGH,    VERY LOW,         LOW,      NORMAL,        HIGH,   VERY HIGH,
                              ,            ,         (%),         (%),         (%),         (%),         (%),   (h:min:s),   (h:min:s),   (h:min:s),   (h:min:s),   (h:min:s),
                              ,Stress zones,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,

                              ,            ,         BMR,    Activity,       Total,
                              ,            ,      (kcal),      (kcal),      (kcal),
                              ,Energy exp. not available,            ,            ,            ,


RR INTERVAL DATA and SPECTRUM ESTIMATES,
                              ,    SAMPLE 1,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,     RR Data,            ,FFT spectrum,            , AR Spectrum,            ,            ,            ,            ,ECG waveform,            ,            ,
                              ,        Time, RR interval,   Frequency,         PSD,   Frequency,         PSD,   VLF comp.,    LF comp.,    HF comp.,        Time,         ECG,      Marker,
                              ,         (s),         (s),        (Hz),   (ms^2/Hz),        (Hz),   (ms^2/Hz),   (ms^2/Hz),   (ms^2/Hz),   (ms^2/Hz),         (s),        (mV),            ,
                              ,       1.368,       0.791,       0.000,      0.0483,       0.000,   9034.5322,            ,            ,            ,            ,            ,            ,
                              ,       1.576,       0.791,       0.003,      0.9234,       0.003,  18095.4283,            ,            ,            ,            ,            ,            ,
                              ,       1.794,       0.791,       0.007,     10.0492,       0.007,  18174.7039,            ,            ,            ,            ,            ,            ,
                              ,       2.306,       0.791,       0.010,    265.8144,       0.010,  18307.4425,            ,            ,            ,            ,            ,            ,
                              ,       3.418,       1.112,       0.013,    188.8696,       0.013,  18494.5587,            ,            ,            ,            ,            ,            ,
                              ,       4.386,       0.968,       0.017,    613.8365,       0.017,  18737.3243,            ,            ,            ,            ,            ,            ,
                              ,       5.632,       0.861,       0.020,   4022.5558,       0.020,  19037.3572,            ,            ,            ,            ,            ,            ,
                              ,       7.748,       0.794,       0.023,   2944.2250,       0.023,  19396.6030,            ,            ,            ,            ,            ,            ,
                              ,       8.522,       0.774,       0.027,   4635.5544,       0.027,  19817.3079,            ,            ,            ,            ,            ,            ,
                              ,      10.820,       0.800,       0.030,  26543.6262,       0.030,  20301.9774,            ,            ,            ,            ,            ,            ,
                              ,      11.878,       0.861,       0.033,   6890.5480,       0.033,  20853.3163,            ,            ,            ,            ,            ,            ,
                              ,      13.422,       0.937,       0.037,   3509.1217,       0.037,  21474.1439,            ,            ,            ,            ,            ,            ,
                              ,      16.018,       1.015,       0.040,  18012.5019,       0.040,  22167.2753,            ,            ,            ,            ,            ,            ,
                              ,      16.540,       1.075,       0.043,  16552.7858,       0.043,  22935.3603,            ,            ,            ,            ,            ,            ,
                              ,      16.846,       1.103,       0.047,  14410.4325,       0.047,  23780.6688,            ,            ,            ,            ,            ,            ,
                              ,      17.926,       1.080,       0.050,  16648.9363,       0.050,  24704.8095,            ,            ,            ,            ,            ,            ,
                              ,      20.882,       1.000,       0.053, 124983.7628,       0.053,  25708.3725,            ,            ,            ,            ,            ,            ,
                              ,      25.124,       0.892,       0.057, 133926.6159,       0.057,  26790.4846,            ,            ,            ,            ,            ,            ,
                              ,      28.904,       0.797,       0.060,  60143.2769,       0.060,  27948.2740,            ,            ,            ,            ,            ,            ,
                              ,      29.656,       0.752,       0.063,   2184.0423,       0.063,  29176.2520,            ,            ,            ,            ,            ,            ,
                              ,      30.424,       0.768,       0.067,  67021.1069,       0.067,  30465.6328,            ,            ,            ,            ,            ,            ,
                              ,      30.820,       0.763,       0.070,  99447.6077,       0.070,  31803.6403,            ,            ,            ,            ,            ,            ,
                              ,      32.746,       0.735,       0.073,  83361.3736,       0.073,  33172.8794,            ,            ,            ,            ,            ,            ,
                              ,      34.132,       0.712,       0.077,  43224.1458,       0.077,  34550.8855,            ,            ,            ,            ,            ,            ,
                              ,      34.850,       0.718,       0.080,  17462.9897,       0.080,  35909.9984,            ,            ,            ,            ,            ,            ,
                              ,      35.612,       0.762,       0.083,  29636.6716,       0.083,  37217.7248,            ,            ,            ,            ,            ,            ,
                              ,      37.992,       0.789,       0.087, 106523.5067,       0.087,  38437.7381,            ,            ,            ,            ,            ,            ,
                              ,      38.766,       0.774,       0.090,  38129.5948,       0.090,  39531.6078,            ,            ,            ,            ,            ,            ,
                              ,      39.312,       0.722,       0.093,   1726.5139,       0.093,  40461.2287,            ,            ,            ,            ,            ,            ,
                              ,      40.026,       0.714,       0.097,   2781.6228,       0.097,  41191.7703,            ,            ,            ,            ,            ,            ,
                              ,      40.782,       0.756,       0.100,  10240.7750,       0.100,  41694.7892,            ,            ,            ,            ,            ,            ,
