sep=,
HRV ANALYSIS RESULTS - 07-Jun-2024 17:48:54
Kubios HRV Scientific
4.1.1
released in April 2024

Analyzed by:  -  - 

File name: C:\Users\admin\Documents\gits\kubios\to be analyzed\HI001_00_record_full.csv
Measurement date:  00:00:00
File type: asciiCUSTOMPPG
Channel label: EKG
Data length: 00:30:52 (h:min:s)
Measurement rate: 64 Hz

Parameters
 Number of samples: 1
 Detrending method: Smoothn priors (lambda: 500)
 Min/Max HR as average of: 5 beats
 Threshold for NNxx/pNNxx: 50 ms
 Frequency bands
  VLF: 0 - 0.04 Hz
  LF: 0.04 - 0.15 Hz
  HF: 0.15 - 0.4 Hz
 Interpolation rate: 4 Hz
 Points in frequency-domain: 300 points/Hz
 FFT spectrum options
  Window width: 300 s
  Window overlap: 50 %
 Use Lomb-Scargle periodogram instead of FFT: 0
 Lomb smoothing window: 0.02 Hz
 AR spectrum options
  AR model order: 16
  Use factorization: No
 Apply detrending for nonlinear analysis: 1
 Entropy, embedding dimension: 2
 Entropy, tolerance: 0.2 x SD
 DFA, short-term fluctuations: 4-12 beats
 DFA, long-term fluctuations: 13-64 beats
 RPA and D2, embedding dimension: 10
 RPA, threshold: 3.1623 x SD
 Time-varying options
  Window width: 300 s
  Grid interval: 60 s
  Spectrum estimation method: spectrogram

Performed Analysis
 Standard analysis: Yes
 Time-varying analysis: Yes

RR Interval Samples Selected for Analysis
                              ,    Sample 1,
  Sample limits (hh:mm:ss):   ,00:00:00-00:30:52,
  Sample Analysis Type: Single sample
  Beat correction: Threshold (low)
  Beats total:                ,    1.92e+03,
  Beats corrected:            ,         465,
  Beats corrected (%):        ,        24.2,
  Effective data length (s):  ,        1510,
  Effective data length (%):  ,       81.56,


RESULTS FOR A SINGLE SAMPLE
STANDARD RESULTS

Results Overview              ,
  PNS index:                  ,      2.3496,            ,
  SNS index:                  ,     -0.3408,            ,
  Stress index:               ,      3.3505,            ,

Time-Domain Results           ,
 Statistical parameters       ,
  Mean RR  (ms):              ,    784.7787,            ,
  SDNN (ms):                  ,    134.8038,            ,
  Mean HR (beats/min):        ,     76.4547,            ,
  SD HR (beats/min):          ,     15.9158,            ,
  Min HR (beats/min):         ,     43.4443,            ,
  Max HR (beats/min):         ,    242.3263,            ,
  RMSSD (ms):                 ,    149.4729,            ,
  NNxx (beats):               ,        1157,            ,
  pNNxx (%):                  ,     60.2290,            ,
  SDANN (ms):                 ,     96.0610,            ,
  SDNN index (ms):            ,    181.2972,            ,
 Geometric parameters         ,
  RR tri index:               ,   29.569231,            ,
  TINN (ms):                  ,    754.0000,            ,
  DC (ms):                    ,    109.5334,            ,
  DCmod (ms):                 ,    151.4397,            ,
  AC (ms):                    ,   -110.4961,            ,
  ACmod (ms):                 ,   -151.6054,            ,

Frequency-Domain Results      ,FFT spectrum, AR spectrum,
 Peak frequencies             ,
  VLF (Hz):                   ,    0.033333,    0.040000,
  LF (Hz):                    ,    0.093333,    0.106667,
  HF (Hz):                    ,    0.160000,    0.150000,
 Absolute powers              ,
  VLF (ms^2):                 ,   1529.6838,   1978.5794,
  LF (ms^2):                  ,   9129.3063,   8404.8248,
  HF (ms^2):                  ,   7986.0433,   7786.3159,
  VLF (log):                  ,      7.3328,      7.5901,
  LF (log):                   ,      9.1192,      9.0366,
  HF (log):                   ,      8.9855,      8.9601,
 Relative powers              ,
  VLF (%):                    ,      8.1981,     10.8815,
  LF (%):                     ,     48.9271,     46.2236,
  HF (%):                     ,     42.8000,     42.8220,
 Normalized powers            ,
  LF (n.u.):                  ,     53.2964,     51.8675,
