sep=,
HRV ANALYSIS RESULTS - 07-Jun-2024 17:52:53
Kubios HRV Scientific
4.1.1
released in April 2024

Analyzed by:  -  - 

File name: C:\Users\admin\Documents\gits\kubios\to be analyzed\HI002_00_transcript.csv
Measurement date:  00:00:00
File type: asciiCUSTOMPPG
Channel label: EKG
Data length: 00:19:52 (h:min:s)
Measurement rate: 64 Hz

Parameters
 Number of samples: 1
 Detrending method: Smoothn priors (lambda: 500)
 Min/Max HR as average of: 5 beats
 Threshold for NNxx/pNNxx: 50 ms
 Frequency bands
  VLF: 0 - 0.04 Hz
  LF: 0.04 - 0.15 Hz
  HF: 0.15 - 0.4 Hz
 Interpolation rate: 4 Hz
 Points in frequency-domain: 300 points/Hz
 FFT spectrum options
  Window width: 300 s
  Window overlap: 50 %
 Use Lomb-Scargle periodogram instead of FFT: 0
 Lomb smoothing window: 0.02 Hz
 AR spectrum options
  AR model order: 16
  Use factorization: No
 Apply detrending for nonlinear analysis: 1
 Entropy, embedding dimension: 2
 Entropy, tolerance: 0.2 x SD
 DFA, short-term fluctuations: 4-12 beats
 DFA, long-term fluctuations: 13-64 beats
 RPA and D2, embedding dimension: 10
 RPA, threshold: 3.1623 x SD
 Time-varying options
  Window width: 300 s
  Grid interval: 60 s
  Spectrum estimation method: spectrogram

Performed Analysis
 Standard analysis: Yes
 Time-varying analysis: Yes

RR Interval Samples Selected for Analysis
                              ,    Sample 1,
  Sample limits (hh:mm:ss):   ,00:00:01-00:19:52,
  Sample Analysis Type: Single sample
  Beat correction: Threshold (strong)
  Beats total:                ,    1.23e+03,
  Beats corrected:            ,         678,
  Beats corrected (%):        ,          55,
  Effective data length (s):  ,         925,
  Effective data length (%):  ,       77.65,


RESULTS FOR A SINGLE SAMPLE
STANDARD RESULTS

Results Overview              ,
  PNS index:                  ,     -0.5293,            ,
  SNS index:                  ,      0.3893,            ,
  Stress index:               ,      5.1405,            ,

Time-Domain Results           ,
 Statistical parameters       ,
  Mean RR  (ms):              ,    743.7689,            ,
  SDNN (ms):                  ,     89.0131,            ,
  Mean HR (beats/min):        ,     80.6702,            ,
  SD HR (beats/min):          ,     10.9653,            ,
  Min HR (beats/min):         ,     40.6481,            ,
  Max HR (beats/min):         ,    290.9839,            ,
  RMSSD (ms):                 ,     55.8954,            ,
  NNxx (beats):               ,         342,            ,
  pNNxx (%):                  ,     27.7597,            ,
  SDANN (ms):                 ,     62.2176,            ,
  SDNN index (ms):            ,    168.2613,            ,
 Geometric parameters         ,
  RR tri index:               ,   14.337209,            ,
  TINN (ms):                  ,    492.0000,            ,
  DC (ms):                    ,     62.7944,            ,
  DCmod (ms):                 ,     63.0557,            ,
  AC (ms):                    ,    -60.9279,            ,
  ACmod (ms):                 ,    -61.1882,            ,

Frequency-Domain Results      ,FFT spectrum, AR spectrum,
 Peak frequencies             ,
  VLF (Hz):                   ,    0.040000,    0.040000,
  LF (Hz):                    ,    0.040000,    0.060000,
  HF (Hz):                    ,    0.163333,    0.150000,
 Absolute powers              ,
  VLF (ms^2):                 ,   1894.8160,   2212.8681,
  LF (ms^2):                  ,   5532.9640,   4879.7727,
  HF (ms^2):                  ,   1116.6446,    969.3064,
  VLF (log):                  ,      7.5469,      7.7020,
  LF (log):                   ,      8.6185,      8.4929,
  HF (log):                   ,      7.0181,      6.8766,
 Relative powers              ,
  VLF (%):                    ,     22.1747,     27.4457,
  LF (%):                     ,     64.7512,     60.5227,
  HF (%):                     ,     13.0679,     12.0221,
 Normalized powers            ,
  LF (n.u.):                  ,     83.2007,     83.4172,
  HF (n.u.):                  ,     16.7913,     16.5698,
 Total power (ms^2):          ,   8544.9587,   8062.7103,
 LF/HF ratio:                 ,      4.9550,      5.0343,
 RESP (Hz):                   ,    0.202282,            ,

Nonlinear Results             ,
 Poincare plot                ,
  SD1 (ms):                   ,   39.540174,            ,
  SD2 (ms):                   ,  119.527346,            ,
  SD2/SD1 ratio:              ,    3.022934,            ,
 Approximate entropy (ApEn):  ,      1.1785,            ,
