sep=,
HRV ANALYSIS RESULTS - 08-Jun-2024 09:53:28
Kubios HRV Scientific
4.1.1
released in April 2024

Analyzed by:  -  - 

File name: C:\Users\admin\Documents\gits\kubios\to be analyzed\HI006_00_record_full.csv
Measurement date:  00:00:00
File type: asciiCUSTOMPPG
Channel label: EKG
Data length: 00:29:08 (h:min:s)
Measurement rate: 64 Hz

Parameters
 Number of samples: 1
 Detrending method: Smoothn priors (lambda: 500)
 Min/Max HR as average of: 5 beats
 Threshold for NNxx/pNNxx: 50 ms
 Frequency bands
  VLF: 0 - 0.04 Hz
  LF: 0.04 - 0.15 Hz
  HF: 0.15 - 0.4 Hz
 Interpolation rate: 4 Hz
 Points in frequency-domain: 300 points/Hz
 FFT spectrum options
  Window width: 300 s
  Window overlap: 50 %
 Use Lomb-Scargle periodogram instead of FFT: 0
 Lomb smoothing window: 0.02 Hz
 AR spectrum options
  AR model order: 16
  Use factorization: No
 Apply detrending for nonlinear analysis: 1
 Entropy, embedding dimension: 2
 Entropy, tolerance: 0.2 x SD
 DFA, short-term fluctuations: 4-12 beats
 DFA, long-term fluctuations: 13-64 beats
 RPA and D2, embedding dimension: 10
 RPA, threshold: 3.1623 x SD
 Time-varying options
  Window width: 300 s
  Grid interval: 60 s
  Spectrum estimation method: spectrogram

Performed Analysis
 Standard analysis: Yes
 Time-varying analysis: Yes

RR Interval Samples Selected for Analysis
                              ,    Sample 1,
  Sample limits (hh:mm:ss):   ,00:00:00-00:29:08,
  Sample Analysis Type: Single sample
  Beat correction: Threshold (very strong)
  Beats total:                ,    1.87e+03,
  Beats corrected:            ,    1.58e+03,
  Beats corrected (%):        ,        84.5,
  Effective data length (s):  ,        1455,
  Effective data length (%):  ,       83.22,


RESULTS FOR A SINGLE SAMPLE
STANDARD RESULTS

Results Overview              ,
  PNS index:                  ,     -1.4839,            ,
  SNS index:                  ,      0.4099,            ,
  Stress index:               ,      5.9010,            ,

Time-Domain Results           ,
 Statistical parameters       ,
  Mean RR  (ms):              ,    776.8179,            ,
  SDNN (ms):                  ,     55.2902,            ,
  Mean HR (beats/min):        ,     77.2382,            ,
  SD HR (beats/min):          ,      6.0732,            ,
  Min HR (beats/min):         ,     35.7735,            ,
  Max HR (beats/min):         ,    171.6975,            ,
  RMSSD (ms):                 ,     19.2658,            ,
  NNxx (beats):               ,          28,            ,
  pNNxx (%):                  ,      1.4981,            ,
  SDANN (ms):                 ,     56.4846,            ,
  SDNN index (ms):            ,    159.8776,            ,
 Geometric parameters         ,
  RR tri index:               ,    9.444444,            ,
  TINN (ms):                  ,    547.0000,            ,
  DC (ms):                    ,     22.5824,            ,
  DCmod (ms):                 ,     17.2755,            ,
  AC (ms):                    ,    -23.4068,            ,
  ACmod (ms):                 ,    -17.2268,            ,

Frequency-Domain Results      ,FFT spectrum, AR spectrum,
 Peak frequencies             ,
  VLF (Hz):                   ,    0.033333,    0.040000,
  LF (Hz):                    ,    0.056667,    0.050000,
  HF (Hz):                    ,    0.150000,    0.150000,
 Absolute powers              ,
  VLF (ms^2):                 ,    760.6930,   1050.8699,
  LF (ms^2):                  ,   1070.8915,   1707.7295,
  HF (ms^2):                  ,     63.1414,     96.4986,
  VLF (log):                  ,      6.6342,      6.9574,
  LF (log):                   ,      6.9762,      7.4429,
  HF (log):                   ,      4.1454,      4.5695,
 Relative powers              ,
  VLF (%):                    ,     40.1466,     36.8061,
  LF (%):                     ,     56.5178,     59.8122,
  HF (%):                     ,      3.3324,      3.3798,
 Normalized powers            ,
  LF (n.u.):                  ,     94.4270,     94.6487,
  HF (n.u.):                  ,      5.5676,      5.3483,
 Total power (ms^2):          ,   1894.7878,   2855.1523,
 LF/HF ratio:                 ,     16.9602,     17.6969,
 RESP (Hz):                   ,    0.149937,            ,

Nonlinear Results             ,
 Poincare plot                ,
  SD1 (ms):                   ,   13.626743,            ,
  SD2 (ms):                   ,   76.959490,            ,
  SD2/SD1 ratio:              ,    5.647680,            ,
 Approximate entropy (ApEn):  ,      0.7510,            ,
 Sample entropy (SampEn):     ,      0.6128,            ,
 Detrended fluctuation analysis (DFA),
  alpha 1:                    ,      1.7364,            ,
  alpha 2:                    ,      0.6724,            ,
 Correlation dimension (D2):  ,      1.6950,            ,
 Recurrence plot analysis (RPA),
  Mean line length (beats):   ,     17.5493,            ,
  Max line length (beats):    ,         645,            ,
  Recurrence rate (REC) (%):  ,     45.0592,            ,
  Determinism (DET) (%):      ,     99.7713,            ,
  Shannon entropy:            ,      3.7573,            ,
 Multiscale entropy (MSE for scales 1-20),
  MSE(1):                     ,      0.6128,            ,
  MSE(2):                     ,      0.8118,            ,
  MSE(3):                     ,      0.9646,            ,
  MSE(4):                     ,      1.1383,            ,
  MSE(5):                     ,      1.3423,            ,
  MSE(6):                     ,      1.5674,            ,
  MSE(7):                     ,      1.6320,            ,
  MSE(8):                     ,      1.3384,            ,
  MSE(9):                     ,      1.6304,            ,
  MSE(10):                    ,      1.5444,            ,
  MSE(11):                    ,      2.1214,            ,
  MSE(12):                    ,      1.5849,            ,
  MSE(13):                    ,      1.4728,            ,
  MSE(14):                    ,      1.4108,            ,
  MSE(15):                    ,      1.2453,            ,
  MSE(16):                    ,      1.0774,            ,
  MSE(17):                    ,      1.0350,            ,
  MSE(18):                    ,      0.9215,            ,
  MSE(19):                    ,      0.9224,            ,
  MSE(20):                    ,      0.8751,            ,


ECG WAVEFORM RESULTS          ,
Number of beats               ,           0,            ,
  Mean RRsel ()               ,         NaN,            ,
  P-wave duration ()          ,         NaN,            ,
  PQ-interval ()              ,         NaN,            ,
  QRS-duration ()             ,         NaN,            ,
  QT-time ()                  ,         NaN,            ,
  QTc-time ()                 ,         NaN,            ,
  P-wave amplitude ()         ,         NaN,            ,
  Q-wave amplitude ()         ,         NaN,            ,
  R-wave amplitude ()         ,         NaN,            ,
  S-wave amplitude ()         ,         NaN,            ,
  T-wave amplitude ()         ,         NaN,            ,

TIME-VARYING RESULTS          ,
                              ,  WHOLE DATA,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,            ,            ,            ,            ,            ,            ,    Overview,            ,            ,            ,            ,            ,            ,            , Time-Domain,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            , Freq-Domain,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,   Nonlinear,            ,            ,            ,            ,            ,            ,
                              ,        Time, Beats total,Beats corrected,Beats corrected,Effective data length,Effective data length,   PNS index,   SNS index,Stress index, EE activity, EE activity,   Intensity,        Load,         VO2,     Mean RR,        SDNN,     Mean HR,       SD HR,      Min HR,      Max HR,       RMSSD,        NNxx,       pNNxx,       HRVti,        TINN,          DC,       DCmod,          AC,       ACmod,    VLF peak,     LF peak,     HF peak,   VLF power,    LF power,    HF power,   VLF power,    LF power,    HF power,   VLF power,    LF power,    HF power,    LF power,    HF power, LF/HF ratio,        RESP,         SD1,         SD2,     SD2/SD1,        ApEn,      SampEn,      DFA a1,      DFA a2,
