sep=,
HRV ANALYSIS RESULTS - 07-Jun-2024 17:48:40
Kubios HRV Scientific
4.1.1
released in April 2024

Analyzed by:  -  - 

File name: C:\Users\admin\Documents\gits\kubios\to be analyzed\HI001_00_record_full.csv
Measurement date:  00:00:00
File type: asciiCUSTOMPPG
Channel label: EKG
Data length: 00:30:52 (h:min:s)
Measurement rate: 64 Hz

Parameters
 Number of samples: 1
 Detrending method: Smoothn priors (lambda: 500)
 Min/Max HR as average of: 5 beats
 Threshold for NNxx/pNNxx: 50 ms
 Frequency bands
  VLF: 0 - 0.04 Hz
  LF: 0.04 - 0.15 Hz
  HF: 0.15 - 0.4 Hz
 Interpolation rate: 4 Hz
 Points in frequency-domain: 300 points/Hz
 FFT spectrum options
  Window width: 300 s
  Window overlap: 50 %
 Use Lomb-Scargle periodogram instead of FFT: 0
 Lomb smoothing window: 0.02 Hz
 AR spectrum options
  AR model order: 16
  Use factorization: No
 Apply detrending for nonlinear analysis: 1
 Entropy, embedding dimension: 2
 Entropy, tolerance: 0.2 x SD
 DFA, short-term fluctuations: 4-12 beats
 DFA, long-term fluctuations: 13-64 beats
 RPA and D2, embedding dimension: 10
 RPA, threshold: 3.1623 x SD
 Time-varying options
  Window width: 300 s
  Grid interval: 60 s
  Spectrum estimation method: spectrogram

Performed Analysis
 Standard analysis: Yes
 Time-varying analysis: Yes

RR Interval Samples Selected for Analysis
                              ,    Sample 1,
  Sample limits (hh:mm:ss):   ,00:00:00-00:30:52,
  Sample Analysis Type: Single sample
  Beat correction: Threshold (very low)
  Beats total:                ,    1.92e+03,
  Beats corrected:            ,         356,
  Beats corrected (%):        ,        18.5,
  Effective data length (s):  ,        1518,
  Effective data length (%):  ,       81.99,


RESULTS FOR A SINGLE SAMPLE
STANDARD RESULTS

Results Overview              ,
  PNS index:                  ,      3.4573,            ,
  SNS index:                  ,     -0.4767,            ,
  Stress index:               ,      2.6816,            ,

Time-Domain Results           ,
 Statistical parameters       ,
  Mean RR  (ms):              ,    788.8316,            ,
  SDNN (ms):                  ,    168.3394,            ,
  Mean HR (beats/min):        ,     76.0619,            ,
  SD HR (beats/min):          ,     50.4355,            ,
  Min HR (beats/min):         ,     34.8208,            ,
  Max HR (beats/min):         ,   1705.9760,            ,
  RMSSD (ms):                 ,    189.8454,            ,
  NNxx (beats):               ,        1243,            ,
  pNNxx (%):                  ,     64.7059,            ,
  SDANN (ms):                 ,    104.3696,            ,
  SDNN index (ms):            ,    209.8750,            ,
 Geometric parameters         ,
  RR tri index:               ,   30.031250,            ,
  TINN (ms):                  ,   1054.0000,            ,
  DC (ms):                    ,    121.2839,            ,
  DCmod (ms):                 ,    186.3472,            ,
  AC (ms):                    ,   -124.6502,            ,
  ACmod (ms):                 ,   -190.0428,            ,

Frequency-Domain Results      ,FFT spectrum, AR spectrum,
 Peak frequencies             ,
  VLF (Hz):                   ,    0.033333,    0.040000,
  LF (Hz):                    ,    0.053333,    0.100000,
  HF (Hz):                    ,    0.160000,    0.150000,
 Absolute powers              ,
  VLF (ms^2):                 ,   2542.5638,   3526.3744,
  LF (ms^2):                  ,  13980.9842,  13173.5067,
  HF (ms^2):                  ,  11636.9521,  11309.4934,
  VLF (log):                  ,      7.8409,      8.1680,
  LF (log):                   ,      9.5455,      9.4860,
  HF (log):                   ,      9.3619,      9.3334,
 Relative powers              ,
  VLF (%):                    ,      9.0207,     12.5801,
  LF (%):                     ,     49.6027,     46.9956,
  HF (%):                     ,     41.2864,     40.3459,
 Normalized powers            ,
  LF (n.u.):                  ,     54.5209,     53.7585,
