sep=,
HRV ANALYSIS RESULTS - 08-Jun-2024 09:52:09
Kubios HRV Scientific
4.1.1
released in April 2024

Analyzed by:  -  - 

File name: C:\Users\admin\Documents\gits\kubios\to be analyzed\HI006_00_record_full.csv
Measurement date:  00:00:00
File type: asciiCUSTOMPPG
Channel label: EKG
Data length: 00:29:08 (h:min:s)
Measurement rate: 64 Hz

Parameters
 Number of samples: 1
 Detrending method: Smoothn priors (lambda: 500)
 Min/Max HR as average of: 5 beats
 Threshold for NNxx/pNNxx: 50 ms
 Frequency bands
  VLF: 0 - 0.04 Hz
  LF: 0.04 - 0.15 Hz
  HF: 0.15 - 0.4 Hz
 Interpolation rate: 4 Hz
 Points in frequency-domain: 300 points/Hz
 FFT spectrum options
  Window width: 300 s
  Window overlap: 50 %
 Use Lomb-Scargle periodogram instead of FFT: 0
 Lomb smoothing window: 0.02 Hz
 AR spectrum options
  AR model order: 16
  Use factorization: No
 Apply detrending for nonlinear analysis: 1
 Entropy, embedding dimension: 2
 Entropy, tolerance: 0.2 x SD
 DFA, short-term fluctuations: 4-12 beats
 DFA, long-term fluctuations: 13-64 beats
 RPA and D2, embedding dimension: 10
 RPA, threshold: 3.1623 x SD
 Time-varying options
  Window width: 300 s
  Grid interval: 60 s
  Spectrum estimation method: spectrogram

Performed Analysis
 Standard analysis: Yes
 Time-varying analysis: Yes

RR Interval Samples Selected for Analysis
                              ,    Sample 1,
  Sample limits (hh:mm:ss):   ,00:00:00-00:29:08,
  Sample Analysis Type: Single sample
  Beat correction: none
  Beats total:                ,    1.87e+03,
  Beats corrected:            ,           -,
  Beats corrected (%):        ,           -,
  Effective data length (s):  ,        1748,
  Effective data length (%):  ,      100.00,


RESULTS FOR A SINGLE SAMPLE
STANDARD RESULTS

Results Overview              ,
  PNS index:                  ,     16.5172,            ,
  SNS index:                  ,     -1.5970,            ,
  Stress index:               ,      1.0013,            ,

Time-Domain Results           ,
 Statistical parameters       ,
  Mean RR  (ms):              ,    933.8877,            ,
  SDNN (ms):                  ,    461.4881,            ,
  Mean HR (beats/min):        ,     64.2476,            ,
  SD HR (beats/min):          ,   7398.2539,            ,
  Min HR (beats/min):         ,     25.6586,            ,
  Max HR (beats/min):         ,    131.4636,            ,
  RMSSD (ms):                 ,    650.3823,            ,
  NNxx (beats):               ,        1558,            ,
  pNNxx (%):                  ,     83.3601,            ,
  SDANN (ms):                 ,     44.0612,            ,
  SDNN index (ms):            ,    510.2007,            ,
 Geometric parameters         ,
  RR tri index:               ,   71.923077,            ,
  TINN (ms):                  ,   3283.0000,            ,
  DC (ms):                    ,    216.2052,            ,
  DCmod (ms):                 ,    567.9138,            ,
  AC (ms):                    ,   -227.8856,            ,
  ACmod (ms):                 ,   -576.0382,            ,

Frequency-Domain Results      ,FFT spectrum, AR spectrum,
 Peak frequencies             ,
  VLF (Hz):                   ,    0.040000,    0.040000,
  LF (Hz):                    ,    0.073333,    0.116667,
  HF (Hz):                    ,    0.203333,    0.150000,
 Absolute powers              ,
  VLF (ms^2):                 ,   8321.8538,  22491.9940,
  LF (ms^2):                  , 129387.0742, 114607.6588,
  HF (ms^2):                  , 134402.1277, 130031.1141,
  VLF (log):                  ,      9.0266,     10.0209,
  LF (log):                   ,     11.7706,     11.6493,
  HF (log):                   ,     11.8086,     11.7755,
 Relative powers              ,
  VLF (%):                    ,      3.0562,      8.4135,
  LF (%):                     ,     47.5167,     42.8710,
  HF (%):                     ,     49.3585,     48.6405,
 Normalized powers            ,
  LF (n.u.):                  ,     49.0147,     46.8094,
