sep=,
HRV ANALYSIS RESULTS - 07-Jun-2024 17:49:46
Kubios HRV Scientific
4.1.1
released in April 2024

Analyzed by:  -  - 

File name: C:\Users\admin\Documents\gits\kubios\to be analyzed\HI001_00_record_full.csv
Measurement date:  00:00:00
File type: asciiCUSTOMPPG
Channel label: EKG
Data length: 00:30:52 (h:min:s)
Measurement rate: 64 Hz

Parameters
 Number of samples: 1
 Detrending method: Smoothn priors (lambda: 500)
 Min/Max HR as average of: 5 beats
 Threshold for NNxx/pNNxx: 50 ms
 Frequency bands
  VLF: 0 - 0.04 Hz
  LF: 0.04 - 0.15 Hz
  HF: 0.15 - 0.4 Hz
 Interpolation rate: 4 Hz
 Points in frequency-domain: 300 points/Hz
 FFT spectrum options
  Window width: 300 s
  Window overlap: 50 %
 Use Lomb-Scargle periodogram instead of FFT: 0
 Lomb smoothing window: 0.02 Hz
 AR spectrum options
  AR model order: 16
  Use factorization: No
 Apply detrending for nonlinear analysis: 1
 Entropy, embedding dimension: 2
 Entropy, tolerance: 0.2 x SD
 DFA, short-term fluctuations: 4-12 beats
 DFA, long-term fluctuations: 13-64 beats
 RPA and D2, embedding dimension: 10
 RPA, threshold: 3.1623 x SD
 Time-varying options
  Window width: 300 s
  Grid interval: 60 s
  Spectrum estimation method: spectrogram

Performed Analysis
 Standard analysis: Yes
 Time-varying analysis: Yes

RR Interval Samples Selected for Analysis
                              ,    Sample 1,
  Sample limits (hh:mm:ss):   ,00:00:00-00:30:52,
  Sample Analysis Type: Single sample
  Beat correction: Threshold (very strong)
  Beats total:                ,    1.92e+03,
  Beats corrected:            ,    1.37e+03,
  Beats corrected (%):        ,        71.2,
  Effective data length (s):  ,        1519,
  Effective data length (%):  ,       82.04,


RESULTS FOR A SINGLE SAMPLE
STANDARD RESULTS

Results Overview              ,
  PNS index:                  ,     -1.4361,            ,
  SNS index:                  ,      0.8414,            ,
  Stress index:               ,      9.3973,            ,

Time-Domain Results           ,
 Statistical parameters       ,
  Mean RR  (ms):              ,    789.5316,            ,
  SDNN (ms):                  ,     41.7347,            ,
  Mean HR (beats/min):        ,     75.9944,            ,
  SD HR (beats/min):          ,      4.2798,            ,
  Min HR (beats/min):         ,     54.0227,            ,
  Max HR (beats/min):         ,    228.7360,            ,
  RMSSD (ms):                 ,     17.6661,            ,
  NNxx (beats):               ,          37,            ,
  pNNxx (%):                  ,      1.9261,            ,
  SDANN (ms):                 ,    110.2235,            ,
  SDNN index (ms):            ,    108.6663,            ,
 Geometric parameters         ,
  RR tri index:               ,    8.144068,            ,
  TINN (ms):                  ,    262.0000,            ,
  DC (ms):                    ,     25.7991,            ,
  DCmod (ms):                 ,     21.4799,            ,
  AC (ms):                    ,    -27.3918,            ,
  ACmod (ms):                 ,    -21.8514,            ,

Frequency-Domain Results      ,FFT spectrum, AR spectrum,
 Peak frequencies             ,
  VLF (Hz):                   ,    0.033333,    0.040000,
  LF (Hz):                    ,    0.050000,    0.056667,
  HF (Hz):                    ,    0.150000,    0.150000,
 Absolute powers              ,
  VLF (ms^2):                 ,    458.1007,    416.9897,
  LF (ms^2):                  ,    934.3929,    841.9618,
  HF (ms^2):                  ,    110.8748,     97.1601,
  VLF (log):                  ,      6.1271,      6.0331,
  LF (log):                   ,      6.8399,      6.7357,
  HF (log):                   ,      4.7084,      4.5764,
 Relative powers              ,
  VLF (%):                    ,     30.4700,     30.7475,
  LF (%):                     ,     62.1499,     62.0836,
  HF (%):                     ,      7.3747,      7.1643,
 Normalized powers            ,
  LF (n.u.):                  ,     89.3858,     89.6482,
  HF (n.u.):                  ,     10.6065,     10.3452,
 Total power (ms^2):          ,   1503.4491,   1356.1742,
 LF/HF ratio:                 ,      8.4275,      8.6657,
 RESP (Hz):                   ,    0.165986,            ,

Nonlinear Results             ,
 Poincare plot                ,
  SD1 (ms):                   ,   12.495078,            ,
  SD2 (ms):                   ,   57.694413,            ,
  SD2/SD1 ratio:              ,    4.617371,            ,
 Approximate entropy (ApEn):  ,      0.8203,            ,
 Sample entropy (SampEn):     ,      0.6547,            ,
 Detrended fluctuation analysis (DFA),
  alpha 1:                    ,      1.6768,            ,
  alpha 2:                    ,      0.4313,            ,
 Correlation dimension (D2):  ,      0.8715,            ,
 Recurrence plot analysis (RPA),
  Mean line length (beats):   ,     17.5404,            ,
  Max line length (beats):    ,         307,            ,
  Recurrence rate (REC) (%):  ,     46.0001,            ,
  Determinism (DET) (%):      ,     99.6069,            ,
  Shannon entropy:            ,      3.7459,            ,
 Multiscale entropy (MSE for scales 1-20),
  MSE(1):                     ,      0.6547,            ,
  MSE(2):                     ,      0.9521,            ,
  MSE(3):                     ,      1.2092,            ,
  MSE(4):                     ,      1.2951,            ,
  MSE(5):                     ,      1.3777,            ,
  MSE(6):                     ,      1.2941,            ,
  MSE(7):                     ,      1.4569,            ,
  MSE(8):                     ,      1.4959,            ,
  MSE(9):                     ,      1.2608,            ,
  MSE(10):                    ,      1.1849,            ,
  MSE(11):                    ,      0.8588,            ,
  MSE(12):                    ,      0.8462,            ,
  MSE(13):                    ,      1.0336,            ,
  MSE(14):                    ,      0.9861,            ,
  MSE(15):                    ,      0.8891,            ,
  MSE(16):                    ,      0.9679,            ,
  MSE(17):                    ,      0.7464,            ,
  MSE(18):                    ,      0.7670,            ,
  MSE(19):                    ,      0.8077,            ,
  MSE(20):                    ,      0.9804,            ,


ECG WAVEFORM RESULTS          ,
Number of beats               ,           0,            ,
  Mean RRsel ()               ,         NaN,            ,
  P-wave duration ()          ,         NaN,            ,
  PQ-interval ()              ,         NaN,            ,
  QRS-duration ()             ,         NaN,            ,
  QT-time ()                  ,         NaN,            ,
  QTc-time ()                 ,         NaN,            ,
  P-wave amplitude ()         ,         NaN,            ,
  Q-wave amplitude ()         ,         NaN,            ,
  R-wave amplitude ()         ,         NaN,            ,
  S-wave amplitude ()         ,         NaN,            ,
  T-wave amplitude ()         ,         NaN,            ,

TIME-VARYING RESULTS          ,
                              ,  WHOLE DATA,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,
                              ,            ,            ,            ,            ,            ,            ,    Overview,            ,            ,            ,            ,            ,            ,            , Time-Domain,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            , Freq-Domain,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,            ,   Nonlinear,            ,            ,            ,            ,            ,            ,
                              ,        Time, Beats total,Beats corrected,Beats corrected,Effective data length,Effective data length,   PNS index,   SNS index,Stress index, EE activity, EE activity,   Intensity,        Load,         VO2,     Mean RR,        SDNN,     Mean HR,       SD HR,      Min HR,      Max HR,       RMSSD,        NNxx,       pNNxx,       HRVti,        TINN,          DC,       DCmod,          AC,       ACmod,    VLF peak,     LF peak,     HF peak,   VLF power,    LF power,    HF power,   VLF power,    LF power,    HF power,   VLF power,    LF power,    HF power,    LF power,    HF power, LF/HF ratio,        RESP,         SD1,         SD2,     SD2/SD1,        ApEn,      SampEn,      DFA a1,      DFA a2,
                              ,  (hh:mm:ss),     (count),     (count),         (%),       (sec),         (%),            ,            ,            ,  (kcal/min),      (kcal), (TRIMP/min),     (TRIMP),     (l/min),        (ms),        (ms),     (1/min),     (1/min),     (1/min),     (1/min),        (ms),     (count),         (%),            ,        (ms),        (ms),        (ms),        (ms),        (ms),        (Hz),        (Hz),        (Hz),      (ms^2),      (ms^2),      (ms^2),       (log),       (log),       (log),         (%),         (%),         (%),      (n.u.),      (n.u.),            ,        (Hz),        (ms),        (ms),            ,            ,            ,            ,            ,
                              ,    00:02:30,         297,         232,     78.1145,         263,     87.5839,     -1.0817,      0.8564,     12.8517,      1.6478,      1.6478,      0.0321,      0.0321,      0.2908,    881.7051,     31.6673,     68.0500,      2.4596,     54.0227,     80.8121,     14.7802,           4,      1.3514,      5.6038,    164.0000,     25.1583,     17.7146,    -25.5266,    -17.9382,    0.026667,    0.060000,    0.153333,    263.5024,   1055.3309,     55.8520,      5.5741,      6.9616,      4.0227,     19.5394,     78.2554,      4.1416,     97.2593,      5.1473,     18.8951,      0.1455,     10.4690,     43.6136,      4.1660,      0.5498,      0.4373,      1.4769,      0.4637,
                              ,    00:03:30,         292,         238,     81.5068,         263,     87.5839,     -1.0603,      0.7749,     12.7059,      2.7784,      4.4262,      0.0916,      0.1237,      0.4790,    897.0744,     31.2892,     66.8841,      2.3476,     54.0227,     80.8121,     13.5623,           3,      1.0309,      5.4074,    164.0000,     23.3687,     15.7855,    -21.1830,    -14.0938,    0.040000,    0.056667,    0.150000,    289.0526,   1225.5450,     73.2394,      5.6666,      7.1111,      4.2937,     19.1713,     81.2836,      4.8576,    100.5628,      6.0097,     16.7334,      0.1538,      9.6067,     43.2540,      4.5025,      0.5673,      0.4530,      1.6994,      0.5395,
                              ,    00:04:30,         290,         230,     79.3103,         262,     87.2910,     -0.9957,      0.6624,     12.1688,      2.1932,      6.6194,      0.0590,      0.1827,      0.3816,    902.1873,     33.5343,     66.5050,      2.4806,     54.0227,     80.6823,     14.9249,           5,      1.7301,      5.8000,    166.0000,     26.2416,     18.3022,    -27.0914,    -18.4191,    0.040000,    0.040000,    0.173333,    194.8938,    636.2463,     37.3689,      5.2725,      6.4556,      3.6208,     25.5585,     83.4378,      4.9006,    112.0851,      6.5831,     17.0261,      0.1553,     10.5726,     46.2599,      4.3754,      0.6055,      0.5087,      1.8316,      0.4467,
