,secs,meas
0,0.0,-0.0
1,0.015625,-0.0
2,0.03125,-0.0
3,0.046875,-0.0
4,0.0625,-0.0
5,0.078125,-0.0
6,0.09375,-0.0
7,0.109375,-0.0
8,0.125,-0.0
9,0.140625,-0.0
10,0.15625,0.0
11,0.171875,0.01
12,0.1875,0.01
13,0.203125,-0.0
14,0.21875,-0.03
15,0.234375,-0.05
16,0.25,-0.05
17,0.265625,0.0
18,0.28125,0.13
19,0.296875,0.36
20,0.3125,0.66
21,0.328125,1.01
22,0.34375,1.37
23,0.359375,1.72
24,0.375,2.06
25,0.390625,2.4
26,0.40625,2.79
27,0.421875,3.24
28,0.4375,3.8
29,0.453125,4.42
30,0.46875,5.06
31,0.484375,5.66
32,0.5,6.2
33,0.515625,6.68
34,0.53125,7.15
35,0.546875,7.68
36,0.5625,8.31
37,0.578125,9.14
38,0.59375,10.09
39,0.609375,11.04
40,0.625,11.88
41,0.640625,12.56
42,0.65625,13.14
43,0.671875,13.76
44,0.6875,14.65
45,0.703125,15.96
46,0.71875,17.91
47,0.734375,20.32
48,0.75,22.9
49,0.765625,25.38
50,0.78125,27.58
51,0.796875,29.57
52,0.8125,31.68
53,0.828125,34.32
54,0.84375,37.81
55,0.859375,42.54
56,0.875,48.15
57,0.890625,54.1
58,0.90625,59.83
59,0.921875,64.97
60,0.9375,69.58
61,0.953125,74.14
62,0.96875,79.34
63,0.984375,85.71
64,1.0,93.76
65,1.015625,103.0
66,1.03125,112.62
67,1.046875,121.73
68,1.0625,129.77
69,1.078125,136.75
70,1.09375,143.3
71,1.109375,150.75
72,1.125,157.77
73,1.140625,166.64
74,1.15625,177.95
75,1.171875,191.79
76,1.1875,206.97
77,1.203125,220.57
78,1.21875,228.25
79,1.234375,225.36
80,1.25,208.53
81,1.265625,176.87
82,1.28125,132.76
83,1.296875,80.05
84,1.3125,23.07
85,1.328125,-34.94
86,1.34375,-92.44
87,1.359375,-149.16
88,1.375,-205.23
89,1.390625,-260.37
90,1.40625,-313.74
91,1.421875,-363.87
92,1.4375,-409.83
93,1.453125,-450.91
94,1.46875,-486.5
95,1.484375,-515.74
96,1.5,-537.23
97,1.515625,-549.22
98,1.53125,-549.96
99,1.546875,-538.37
100,1.5625,-514.2
101,1.578125,-478.67
102,1.59375,-433.86
103,1.609375,-382.42
104,1.625,-326.98
105,1.640625,-269.78
106,1.65625,-212.54
107,1.671875,-156.53
108,1.6875,-102.79
109,1.703125,-52.16
110,1.71875,-5.65
111,1.734375,35.89
112,1.75,71.79
113,1.765625,101.78
114,1.78125,125.99
115,1.796875,144.93
116,1.8125,159.31
117,1.828125,169.84
118,1.84375,177.13
119,1.859375,181.58
120,1.875,183.48
121,1.890625,183.06
122,1.90625,180.59
123,1.921875,176.41
124,1.9375,170.94
125,1.953125,164.58
126,1.96875,157.68
127,1.984375,150.48
128,2.0,143.14
129,2.015625,135.71
130,2.03125,128.24
131,2.046875,120.78
132,2.0625,113.39
133,2.078125,106.14
134,2.09375,99.1
135,2.109375,92.32
136,2.125,85.84
137,2.140625,79.68
138,2.15625,73.85
139,2.171875,68.35
140,2.1875,63.19
141,2.203125,58.4
142,2.21875,53.97
143,2.234375,49.91
144,2.25,46.21
145,2.265625,42.88
146,2.28125,39.9
147,2.296875,37.28
148,2.3125,35.0
149,2.328125,33.05
150,2.34375,31.44
151,2.359375,30.16
152,2.375,29.2
153,2.390625,28.55
154,2.40625,28.22
155,2.421875,28.19
156,2.4375,28.45
157,2.453125,28.98
158,2.46875,29.74
159,2.484375,30.68
160,2.5,31.73
161,2.515625,32.78
162,2.53125,33.69
163,2.546875,34.32
164,2.5625,34.49
165,2.578125,34.05
166,2.59375,32.86
167,2.609375,30.82
168,2.625,27.9
169,2.640625,24.12
170,2.65625,19.56
171,2.671875,14.35
172,2.6875,8.72
173,2.703125,2.9
174,2.71875,-2.83
175,2.734375,-8.23
176,2.75,-13.07
177,2.765625,-17.18
178,2.78125,-20.42
179,2.796875,-22.74
180,2.8125,-24.13
181,2.828125,-24.66
182,2.84375,-24.43
183,2.859375,-23.55
184,2.875,-22.15
185,2.890625,-20.38
186,2.90625,-18.33
187,2.921875,-16.12
188,2.9375,-13.78
189,2.953125,-11.38
190,2.96875,-8.95
191,2.984375,-6.53
192,3.0,-4.12
193,3.015625,-1.73
194,3.03125,0.66
195,3.046875,3.05
196,3.0625,5.48
197,3.078125,7.99
198,3.09375,10.61
199,3.109375,13.32
200,3.125,16.12
201,3.140625,19.0
202,3.15625,21.98
203,3.171875,25.08
204,3.1875,28.32
205,3.203125,31.72
206,3.21875,35.36
207,3.234375,39.27
208,3.25,43.36
209,3.265625,47.57
210,3.28125,51.88
211,3.296875,56.27
212,3.3125,60.75
213,3.328125,65.35
214,3.34375,70.13
215,3.359375,75.15
216,3.375,80.54
217,3.390625,86.13
218,3.40625,91.85
219,3.421875,97.65
220,3.4375,103.49
221,3.453125,109.37
222,3.46875,115.28
223,3.484375,121.24
224,3.5,127.27
225,3.515625,133.44
226,3.53125,139.45
227,3.546875,145.04
228,3.5625,150.01
229,3.578125,154.12
230,3.59375,157.04
231,3.609375,158.39
232,3.625,157.62
233,3.640625,153.93
234,3.65625,148.78
235,3.671875,142.71
236,3.6875,136.02
237,3.703125,128.92
238,3.71875,121.55
239,3.734375,114.05
240,3.75,106.52
241,3.765625,99.11
242,3.78125,91.93
243,3.796875,85.19
244,3.8125,78.72
245,3.828125,72.45
246,3.84375,66.36
247,3.859375,60.48
248,3.875,54.84
249,3.890625,49.48
250,3.90625,44.5
251,3.921875,40.0
252,3.9375,36.08
253,3.953125,32.56
254,3.96875,29.34
255,3.984375,26.34
256,4.0,23.49
257,4.015625,20.76
258,4.03125,18.18
259,4.046875,15.76
260,4.0625,13.57
261,4.078125,11.65
262,4.09375,9.88
263,4.109375,8.18
264,4.125,6.45
265,4.140625,4.69
266,4.15625,2.88
267,4.171875,1.06
268,4.1875,-0.71
269,4.203125,-2.36
270,4.21875,-3.88
271,4.234375,-5.34
272,4.25,-6.83
273,4.265625,-8.44
274,4.28125,-10.21
275,4.296875,-12.1
276,4.3125,-14.0
277,4.328125,-15.79
278,4.34375,-17.36
279,4.359375,-18.68
280,4.375,-19.88
281,4.390625,-21.19
282,4.40625,-22.82
283,4.421875,-24.92
284,4.4375,-27.47
285,4.453125,-30.31
286,4.46875,-33.16
287,4.484375,-35.84
288,4.5,-38.34
289,4.515625,-40.88
290,4.53125,-43.87
291,4.546875,-47.74
292,4.5625,-52.73
293,4.578125,-58.79
294,4.59375,-65.55
295,4.609375,-72.48
296,4.625,-79.15
297,4.640625,-85.48
298,4.65625,-91.79
299,4.671875,-98.71
300,4.6875,-106.93
301,4.703125,-116.85
302,4.71875,-128.37
303,4.734375,-140.99
304,4.75,-154.01
305,4.765625,-166.82
306,4.78125,-179.19
307,4.796875,-191.37
308,4.8125,-203.91
309,4.828125,-217.58
310,4.84375,-233.31
311,4.859375,-252.02
312,4.875,-274.26
313,4.890625,-299.62
314,4.90625,-326.21
315,4.921875,-350.53
316,4.9375,-368.28
317,4.953125,-375.64
318,4.96875,-370.71
319,4.984375,-354.3
320,5.0,-329.5
321,5.015625,-300.54
322,5.03125,-271.15
323,5.046875,-243.64
324,5.0625,-218.71
325,5.078125,-196.13
326,5.09375,-175.53
327,5.109375,-156.86
328,5.125,-140.29
329,5.140625,-125.75
330,5.15625,-112.74
331,5.171875,-100.32
332,5.1875,-87.57
333,5.203125,-74.13
334,5.21875,-60.34
335,5.234375,-47.15
336,5.25,-35.61
337,5.265625,-26.37
338,5.28125,-19.31
339,5.296875,-13.6
340,5.3125,-8.18
341,5.328125,-2.23
342,5.34375,4.39
343,5.359375,11.17
344,5.375,17.24
345,5.390625,21.86
346,5.40625,24.83
347,5.421875,26.47
348,5.4375,27.51
349,5.453125,28.62
350,5.46875,30.16
351,5.484375,32.08
352,5.5,34.04
353,5.515625,35.64
354,5.53125,36.64
355,5.546875,37.06
356,5.5625,37.13
357,5.578125,37.09
358,5.59375,37.13
359,5.609375,37.28
360,5.625,37.4
361,5.640625,37.34
362,5.65625,36.96
363,5.671875,36.25
364,5.6875,35.29
365,5.703125,34.22
366,5.71875,33.15
367,5.734375,32.12
368,5.75,31.11
369,5.765625,30.09
370,5.78125,29.06
371,5.796875,28.08
372,5.8125,27.23
373,5.828125,26.57
374,5.84375,26.07
375,5.859375,25.64
376,5.875,25.15
377,5.890625,24.52
378,5.90625,23.8
379,5.921875,23.12
380,5.9375,22.66
381,5.953125,22.55
382,5.96875,22.71
383,5.984375,22.95
384,6.0,22.96
385,6.015625,22.53
386,6.03125,21.61
387,6.046875,20.4
388,6.0625,19.21
389,6.078125,18.35
390,6.09375,17.98
391,6.109375,17.99
392,6.125,18.17
393,6.140625,18.29
394,6.15625,18.29
395,6.171875,18.26
396,6.1875,18.39
397,6.203125,18.81
398,6.21875,19.46
399,6.234375,20.11
400,6.25,20.47
401,6.265625,20.37
402,6.28125,19.83
403,6.296875,19.08
404,6.3125,18.45
405,6.328125,18.21
406,6.34375,18.44
407,6.359375,19.06
408,6.375,19.89
409,6.390625,20.74
410,6.40625,21.53
411,6.421875,22.25
412,6.4375,22.95
413,6.453125,23.6
414,6.46875,24.1
415,6.484375,24.32
416,6.5,24.23
417,6.515625,23.93
418,6.53125,23.64
419,6.546875,23.53
420,6.5625,23.61
421,6.578125,23.67
422,6.59375,23.33
423,6.609375,22.24
424,6.625,20.34
425,6.640625,17.92
426,6.65625,15.6
427,6.671875,14.1
428,6.6875,13.96
429,6.703125,15.26
430,6.71875,17.7
431,6.734375,20.62
432,6.75,23.28
433,6.765625,25.07
434,6.78125,25.6
435,6.796875,24.85
436,6.8125,23.07
437,6.828125,20.77
438,6.84375,18.57
439,6.859375,17.05
440,6.875,16.6
441,6.890625,17.27
442,6.90625,18.67
443,6.921875,20.16
444,6.9375,20.91
445,6.953125,20.29
446,6.96875,17.96
447,6.984375,13.99
448,7.0,8.83
449,7.015625,3.11
450,7.03125,-2.5
451,7.046875,-7.51
452,7.0625,-11.69
453,7.078125,-15.15
454,7.09375,-18.18
455,7.109375,-21.17
456,7.125,-24.35
457,7.140625,-27.76
458,7.15625,-31.21
459,7.171875,-34.46
460,7.1875,-37.28
461,7.203125,-39.65
462,7.21875,-41.73
463,7.234375,-43.86
464,7.25,-46.34
465,7.265625,-49.34
466,7.28125,-52.73
467,7.296875,-56.15
468,7.3125,-59.13
469,7.328125,-61.31
470,7.34375,-62.59
471,7.359375,-63.16
472,7.375,-63.43
473,7.390625,-63.81
474,7.40625,-64.51
475,7.421875,-65.44
476,7.4375,-66.3
477,7.453125,-66.76
478,7.46875,-66.6
479,7.484375,-65.83
480,7.5,-64.64
481,7.515625,-63.31
482,7.53125,-62.13
483,7.546875,-61.35
484,7.5625,-61.1
485,7.578125,-61.43
486,7.59375,-62.23
487,7.609375,-63.28
488,7.625,-64.22
489,7.640625,-64.66
490,7.65625,-64.35
491,7.671875,-63.31
492,7.6875,-61.79
493,7.703125,-60.24
494,7.71875,-59.04
495,7.734375,-58.24
496,7.75,-57.36
497,7.765625,-55.55
498,7.78125,-51.86
499,7.796875,-45.69
500,7.8125,-37.12
501,7.828125,-26.95
502,7.84375,-16.37
503,7.859375,-6.45
504,7.875,2.3
505,7.890625,10.04
506,7.90625,17.37
507,7.921875,24.9
508,7.9375,32.92
509,7.953125,41.23
510,7.96875,49.44
511,7.984375,57.15
512,8.0,64.18
513,8.015625,70.62
514,8.03125,76.62
515,8.046875,82.3
516,8.0625,87.67
517,8.078125,92.66
518,8.09375,97.19
519,8.109375,101.3
520,8.125,105.22
521,8.140625,109.27
522,8.15625,113.74
523,8.171875,118.62
524,8.1875,123.5
525,8.203125,127.64
526,8.21875,130.25
527,8.234375,131.0
528,8.25,130.3
529,8.265625,129.2
530,8.28125,128.96
531,8.296875,130.5
532,8.3125,134.01
533,8.328125,138.94
534,8.34375,144.33
535,8.359375,149.19
536,8.375,152.55
537,8.390625,153.38
538,8.40625,150.45
539,8.421875,142.47
540,8.4375,128.7
541,8.453125,109.52
542,8.46875,86.7
543,8.484375,63.11
544,8.5,41.73
545,8.515625,24.75
546,8.53125,12.87
547,8.546875,5.39
548,8.5625,0.8
549,8.578125,-2.43
550,8.59375,-5.33
551,8.609375,-8.26
552,8.625,-11.15
553,8.640625,-13.86
554,8.65625,-16.36
555,8.671875,-18.8
556,8.6875,-21.29
557,8.703125,-23.76
558,8.71875,-25.88
559,8.734375,-27.21
560,8.75,-27.39
561,8.765625,-26.36
562,8.78125,-24.42
563,8.796875,-22.16
564,8.8125,-20.16
565,8.828125,-18.78
566,8.84375,-18.0
567,8.859375,-17.47
568,8.875,-16.8
569,8.890625,-15.73
570,8.90625,-14.39
571,8.921875,-13.14
572,8.9375,-12.43
573,8.953125,-12.53
574,8.96875,-13.44
575,8.984375,-14.92
576,9.0,-16.65
577,9.015625,-18.42
578,9.03125,-20.12
579,9.046875,-21.77
580,9.0625,-23.36
581,9.078125,-24.78
582,9.09375,-25.77
583,9.109375,-26.03
584,9.125,-25.35
