,secs,meas
0,0.0,-0.0
1,0.015625,-0.0
2,0.03125,-0.0
3,0.046875,-0.0
4,0.0625,-0.0
5,0.078125,-0.0
6,0.09375,-0.0
7,0.109375,-0.0
8,0.125,-0.0
9,0.140625,-0.0
10,0.15625,0.0
11,0.171875,0.01
12,0.1875,0.01
13,0.203125,-0.0
14,0.21875,-0.03
15,0.234375,-0.05
16,0.25,-0.05
17,0.265625,0.0
18,0.28125,0.13
19,0.296875,0.36
20,0.3125,0.66
21,0.328125,1.01
22,0.34375,1.37
23,0.359375,1.72
24,0.375,2.06
25,0.390625,2.4
26,0.40625,2.79
27,0.421875,3.24
28,0.4375,3.8
29,0.453125,4.42
30,0.46875,5.06
31,0.484375,5.66
32,0.5,6.2
33,0.515625,6.68
34,0.53125,7.15
35,0.546875,7.68
36,0.5625,8.31
37,0.578125,9.14
38,0.59375,10.09
39,0.609375,11.04
40,0.625,11.88
41,0.640625,12.56
42,0.65625,13.14
43,0.671875,13.76
44,0.6875,14.65
45,0.703125,15.96
46,0.71875,17.91
47,0.734375,20.32
48,0.75,22.9
49,0.765625,25.38
50,0.78125,27.58
51,0.796875,29.57
52,0.8125,31.68
53,0.828125,34.32
54,0.84375,37.81
55,0.859375,42.54
56,0.875,48.15
57,0.890625,54.1
58,0.90625,59.83
59,0.921875,64.97
60,0.9375,69.58
61,0.953125,74.14
62,0.96875,79.34
63,0.984375,85.71
64,1.0,93.76
65,1.015625,103.0
66,1.03125,112.62
67,1.046875,121.73
68,1.0625,129.77
69,1.078125,136.75
70,1.09375,143.3
71,1.109375,150.75
72,1.125,157.77
73,1.140625,166.64
74,1.15625,177.95
75,1.171875,191.79
76,1.1875,206.97
77,1.203125,220.57
78,1.21875,228.25
79,1.234375,225.36
80,1.25,208.53
81,1.265625,176.87
82,1.28125,132.76
83,1.296875,80.05
84,1.3125,23.07
85,1.328125,-34.94
86,1.34375,-92.44
87,1.359375,-149.16
88,1.375,-205.23
89,1.390625,-260.37
90,1.40625,-313.74
91,1.421875,-363.87
92,1.4375,-409.83
93,1.453125,-450.91
94,1.46875,-486.5
95,1.484375,-515.74
96,1.5,-537.23
97,1.515625,-549.22
98,1.53125,-549.96
99,1.546875,-538.37
100,1.5625,-514.21
101,1.578125,-478.67
102,1.59375,-433.88
103,1.609375,-382.45
104,1.625,-327.02
105,1.640625,-269.84
106,1.65625,-212.63
107,1.671875,-156.66
108,1.6875,-102.95
109,1.703125,-52.37
110,1.71875,-5.9
111,1.734375,35.58
112,1.75,71.43
113,1.765625,101.35
114,1.78125,125.5
115,1.796875,144.38
116,1.8125,158.69
117,1.828125,169.15
118,1.84375,176.37
119,1.859375,180.75
120,1.875,182.57
121,1.890625,182.07
122,1.90625,179.51
123,1.921875,175.23
124,1.9375,169.65
125,1.953125,163.18
126,1.96875,156.15
127,1.984375,148.81
128,2.0,141.3
129,2.015625,133.69
130,2.03125,126.02
131,2.046875,118.33
132,2.0625,110.69
133,2.078125,103.16
134,2.09375,95.8
135,2.109375,88.68
136,2.125,81.83
137,2.140625,75.25
138,2.15625,68.95
139,2.171875,62.95
140,2.1875,57.25
141,2.203125,51.86
142,2.21875,46.78
143,2.234375,42.03
144,2.25,37.59
145,2.265625,33.45
146,2.28125,29.61
147,2.296875,26.07
148,2.3125,22.81
149,2.328125,19.83
150,2.34375,17.11
151,2.359375,14.67
152,2.375,12.48
153,2.390625,10.54
154,2.40625,8.83
155,2.421875,7.35
156,2.4375,6.07
157,2.453125,4.97
158,2.46875,4.05
159,2.484375,3.27
160,2.5,2.62
161,2.515625,2.09
162,2.53125,1.65
163,2.546875,1.3
164,2.5625,1.01
165,2.578125,0.79
166,2.59375,0.61
167,2.609375,0.47
168,2.625,0.37
169,2.640625,0.29
170,2.65625,0.23
171,2.671875,0.2
172,2.6875,0.17
173,2.703125,0.16
174,2.71875,0.16
175,2.734375,0.18
176,2.75,0.19
177,2.765625,0.22
178,2.78125,0.25
179,2.796875,0.29
180,2.8125,0.33
181,2.828125,0.37
182,2.84375,0.41
183,2.859375,0.46
184,2.875,0.51
185,2.890625,0.55
186,2.90625,0.6
187,2.921875,0.66
188,2.9375,0.71
189,2.953125,0.78
190,2.96875,0.84
191,2.984375,0.91
192,3.0,0.99
193,3.015625,1.08
194,3.03125,1.17
195,3.046875,1.28
196,3.0625,1.4
197,3.078125,1.53
198,3.09375,1.69
199,3.109375,1.85
200,3.125,2.04
201,3.140625,2.25
202,3.15625,2.48
203,3.171875,2.74
204,3.1875,3.03
205,3.203125,3.34
206,3.21875,3.68
207,3.234375,4.06
208,3.25,4.47
209,3.265625,4.91
210,3.28125,5.4
211,3.296875,5.91
212,3.3125,6.48
213,3.328125,7.08
214,3.34375,7.72
215,3.359375,8.41
216,3.375,9.14
217,3.390625,9.91
218,3.40625,10.73
219,3.421875,11.6
220,3.4375,12.51
221,3.453125,13.47
222,3.46875,14.48
223,3.484375,15.56
224,3.5,16.7
225,3.515625,17.9
226,3.53125,19.17
227,3.546875,20.44
228,3.5625,21.71
229,3.578125,22.89
230,3.59375,23.9
231,3.609375,24.61
232,3.625,24.92
233,3.640625,24.7
234,3.65625,23.83
235,3.671875,22.27
236,3.6875,19.97
237,3.703125,16.98
238,3.71875,13.35
239,3.734375,9.23
240,3.75,4.8
241,3.765625,0.28
242,3.78125,-4.13
243,3.796875,-8.22
244,3.8125,-11.8
245,3.828125,-14.74
246,3.84375,-16.98
247,3.859375,-18.47
248,3.875,-19.22
249,3.890625,-19.32
250,3.90625,-18.84
251,3.921875,-17.89
252,3.9375,-16.58
253,3.953125,-15.04
254,3.96875,-13.38
255,3.984375,-11.68
256,4.0,-9.97
257,4.015625,-8.24
258,4.03125,-6.5
259,4.046875,-4.72
260,4.0625,-2.9
261,4.078125,-1.03
262,4.09375,0.86
263,4.109375,2.74
264,4.125,4.58
265,4.140625,6.42
266,4.15625,8.33
267,4.171875,10.29
268,4.1875,12.34
269,4.203125,14.48
270,4.21875,16.72
271,4.234375,18.99
272,4.25,21.22
273,4.265625,23.38
274,4.28125,25.53
275,4.296875,27.87
276,4.3125,30.36
277,4.328125,33.1
278,4.34375,36.15
279,4.359375,39.44
280,4.375,42.82
281,4.390625,46.05
282,4.40625,48.95
283,4.421875,51.59
284,4.4375,54.3
285,4.453125,57.14
286,4.46875,60.33
287,4.484375,64.04
288,4.5,68.15
289,4.515625,72.27
290,4.53125,75.83
291,4.546875,78.42
292,4.5625,79.94
293,4.578125,80.86
294,4.59375,81.31
295,4.609375,81.68
296,4.625,82.12
297,4.640625,82.2
298,4.65625,80.88
299,4.671875,76.61
300,4.6875,67.67
301,4.703125,52.18
302,4.71875,33.33
303,4.734375,12.62
304,4.75,-8.56
305,4.765625,-29.3
306,4.78125,-49.39
307,4.796875,-69.24
308,4.8125,-89.67
309,4.828125,-111.69
310,4.84375,-136.29
311,4.859375,-164.13
312,4.875,-195.68
313,4.890625,-229.7
314,4.90625,-262.9
315,4.921875,-290.34
316,4.9375,-306.84
317,4.953125,-308.76
318,4.96875,-295.48
319,4.984375,-269.69
320,5.0,-236.22
321,5.015625,-200.6
322,5.03125,-166.64
323,5.046875,-135.86
324,5.0625,-108.12
325,5.078125,-82.85
326,5.09375,-60.06
327,5.109375,-40.46
328,5.125,-24.79
329,5.140625,-13.05
330,5.15625,-4.39
331,5.171875,2.91
332,5.1875,10.58
333,5.203125,19.67
334,5.21875,30.14
335,5.234375,40.97
336,5.25,50.72
337,5.265625,58.05
338,5.28125,62.21
339,5.296875,62.93
340,5.3125,60.64
341,5.328125,56.13
342,5.34375,50.24
343,5.359375,43.64
344,5.375,36.71
345,5.390625,29.56
346,5.40625,22.19
347,5.421875,14.54
348,5.4375,6.58
349,5.453125,-1.71
350,5.46875,-10.29
351,5.484375,-18.92
352,5.5,-26.98
353,5.515625,-33.42
354,5.53125,-36.91
355,5.546875,-36.29
356,5.5625,-31.03
357,5.578125,-21.65
358,5.59375,-9.5
359,5.609375,3.62
360,5.625,16.16
361,5.640625,27.19
362,5.65625,36.5
363,5.671875,44.28
364,5.6875,50.74
365,5.703125,55.93
366,5.71875,59.73
367,5.734375,62.06
368,5.75,63.05
369,5.765625,63.07
370,5.78125,62.6
371,5.796875,62.07
372,5.8125,61.75
373,5.828125,61.69
374,5.84375,61.74
375,5.859375,61.63
376,5.875,60.99
377,5.890625,59.48
378,5.90625,56.89
379,5.921875,53.17
380,5.9375,48.52
381,5.953125,43.23
382,5.96875,37.6
383,5.984375,31.83
384,6.0,25.99
385,6.015625,20.08
386,6.03125,14.06
387,6.046875,7.85
388,6.0625,1.29
389,6.078125,-5.82
390,6.09375,-13.61
391,6.109375,-21.83
392,6.125,-29.61
393,6.140625,-35.61
394,6.15625,-38.35
395,6.171875,-36.85
396,6.1875,-31.11
397,6.203125,-22.27
398,6.21875,-12.07
399,6.234375,-2.24
400,6.25,6.17
401,6.265625,13.02
402,6.28125,18.77
403,6.296875,23.97
404,6.3125,28.78
405,6.328125,32.92
406,6.34375,35.87
407,6.359375,37.36
408,6.375,37.58
409,6.390625,37.11
410,6.40625,36.63
411,6.421875,36.48
412,6.4375,36.43
413,6.453125,35.88
414,6.46875,34.11
415,6.484375,30.73
416,6.5,25.85
417,6.515625,20.08
418,6.53125,14.12
419,6.546875,8.54
420,6.5625,3.48
421,6.578125,-1.31
422,6.59375,-6.35
423,6.609375,-12.16
424,6.625,-19.18
425,6.640625,-27.58
426,6.65625,-37.26
427,6.671875,-47.72
428,6.6875,-58.03
429,6.703125,-66.88
430,6.71875,-72.87
431,6.734375,-74.88
432,6.75,-72.52
433,6.765625,-66.26
434,6.78125,-57.39
435,6.796875,-47.51
436,6.8125,-38.03
437,6.828125,-29.8
438,6.84375,-23.03
439,6.859375,-17.43
440,6.875,-12.66
441,6.890625,-8.48
442,6.90625,-4.99
443,6.921875,-2.49
444,6.9375,-1.41
445,6.953125,-2.05
446,6.96875,-4.51
447,6.984375,-8.58
448,7.0,-13.84
449,7.015625,-19.6
450,7.03125,-25.13
451,7.046875,-29.69
452,7.0625,-32.61
453,7.078125,-33.37
454,7.09375,-31.62
455,7.109375,-27.33
456,7.125,-20.78
457,7.140625,-12.6
458,7.15625,-3.68
459,7.171875,5.03
460,7.1875,12.78
461,7.203125,19.09
462,7.21875,23.78
463,7.234375,26.83
464,7.25,28.12
465,7.265625,27.41
466,7.28125,24.28
467,7.296875,18.53
468,7.3125,10.37
469,7.328125,0.78
470,7.34375,-8.6
471,7.359375,-15.83
472,7.375,-19.26
473,7.390625,-18.16
474,7.40625,-12.97
475,7.421875,-5.12
476,7.4375,3.52
477,7.453125,11.4
478,7.46875,17.74
479,7.484375,22.61
480,7.5,26.61
481,7.515625,30.38
482,7.53125,34.25
483,7.546875,38.14
484,7.5625,41.72
485,7.578125,44.68
486,7.59375,46.9
487,7.609375,48.42
488,7.625,49.35
489,7.640625,49.76
490,7.65625,49.65
491,7.671875,48.94
492,7.6875,47.62
493,7.703125,45.77
494,7.71875,43.55
495,7.734375,41.11
496,7.75,38.54
497,7.765625,35.79
498,7.78125,32.68
499,7.796875,29.04
500,7.8125,24.75
501,7.828125,19.9
502,7.84375,14.77
503,7.859375,9.76
504,7.875,5.3
505,7.890625,1.59
506,7.90625,-1.45
507,7.921875,-4.27
508,7.9375,-7.49
509,7.953125,-11.73
510,7.96875,-17.27
511,7.984375,-23.83
512,8.0,-30.55
513,8.015625,-36.19
514,8.03125,-39.5
515,8.046875,-39.71
516,8.0625,-36.74
517,8.078125,-31.22
518,8.09375,-24.19
519,8.109375,-16.74
520,8.125,-9.66
521,8.140625,-3.28
522,8.15625,2.46
523,8.171875,7.82
524,8.1875,12.96
525,8.203125,17.96
526,8.21875,22.72
527,8.234375,27.06
528,8.25,30.85
529,8.265625,34.07
530,8.28125,36.72
531,8.296875,38.83
532,8.3125,40.37
533,8.328125,41.26
534,8.34375,41.42
535,8.359375,40.8
536,8.375,39.44
537,8.390625,37.46
538,8.40625,34.99
539,8.421875,32.15
540,8.4375,28.98
541,8.453125,25.52
542,8.46875,21.78
543,8.484375,17.82
544,8.5,13.71
545,8.515625,9.45
546,8.53125,5.0
547,8.546875,0.21
548,8.5625,-5.12
549,8.578125,-11.16
550,8.59375,-17.94
551,8.609375,-25.22
552,8.625,-32.36
553,8.640625,-38.5
554,8.65625,-42.59
555,8.671875,-43.85
556,8.6875,-41.97
557,8.703125,-37.31
558,8.71875,-30.81
559,8.734375,-23.62
560,8.75,-16.73
561,8.765625,-10.64
562,8.78125,-5.36
563,8.796875,-0.57
564,8.8125,3.99
565,8.828125,8.38
566,8.84375,12.36
567,8.859375,15.68
568,8.875,18.23
569,8.890625,20.14
570,8.90625,21.68
571,8.921875,23.09
572,8.9375,24.37
573,8.953125,25.31
574,8.96875,25.6
575,8.984375,25.04
576,9.0,23.66
577,9.015625,21.67
578,9.03125,19.33
579,9.046875,16.83
580,9.0625,14.16
581,9.078125,11.22
582,9.09375,7.86
583,9.109375,4.03
584,9.125,-0.16
585,9.140625,-4.49
586,9.15625,-8.73
587,9.171875,-12.76
